chromosome	Start	End	strand	Blood	GENE ID
9	20532552	20533339	+	0	AL163193.1
9	20502265	20502342	-	0	MIR4474
9	20418321	20418427	+	0	RNU4-26P
9	20411148	20411238	-	0	MIR4473
9	20341665	20622543	-	74.19511182	MLLT3
9	20331446	20332277	+	0	AL512635.1
9	19895800	19895973	-	0	AL158077.1
9	19705338	19705655	+	0	C11orf98P1
9	19507452	19786928	-	1.282383242	SLC24A2
9	19460926	19464524	-	0	MAP1LC3BP1
9	19409059	19452020	+	9.841266951	ACER2
9	19383217	19383887	-	0	NDUFA5P3
9	19375715	19380254	-	8435.984907	RPS6
9	19230435	19373545	+	595.4155967	DENND4C
9	19108375	19149290	-	406.6405898	PLIN2
9	19073843	19073946	+	0	RNU6-264P
9	19063656	19063786	-	2.703260083	SCARNA8
9	19053143	19103119	-	262.1985042	HAUS6
9	19049395	19050983	+	808.3554228	RRAGA
9	18858906	19049358	-	0	SAXO1
9	18717974	18718526	-	0	RAP1BP1
9	18651147	18651450	+	0	RN7SKP258
9	18573306	18573379	+	0	MIR3152
9	17906563	18910950	+	0	ADAMTSL1
9	17589161	17591318	-	0	PABPC1P11
9	17579082	17797129	+	0	SH3GL2
9	17447145	17448543	-	0	SAMM50P1
9	17134982	17503923	+	19.69755554	CNTLN
9	17053901	17054204	+	0	RN7SL720P
9	16775573	16775845	-	0	LSM1P1
9	16409503	16870843	-	10.26234133	BNC2
9	16203935	16410990	-	0	C9orf92
9	15776181	15776286	-	0	RNU6-14P
9	15588355	15588615	+	0	HMGN2P16
9	15553086	16061663	+	13.2556607	CCDC171
9	15544188	15544294	+	0	RNU6-246P
9	15527133	15527683	-	5.986668241	FTH1P12
9	15525782	15526081	-	0	RN7SL98P
9	15464066	15511019	-	1747.36237	PSIP1
9	15431899	15432006	-	0	RNU6-319P
9	15422704	15465953	+	130.1753582	SNAPC3
9	15361393	15362134	+	0	RPL7P33
9	15163622	15307360	-	189.9716716	TTC39B
9	15143289	15143386	+	0	RNU6-559P
9	14987302	15146401	-	0	CLCN3P1
9	14921337	14922334	-	18.78939876	LDHAP4
9	14850429	14850535	+	0	RNU6-1260P
9	14734666	14910995	-	0	FREM1
9	14719724	14722717	-	0	CER1
9	14611071	14693471	-	51.88881545	ZDHHC21
9	14593577	14594200	+	1.714211521	CDCA4P1
9	14081843	14398983	-	0	NFIB
9	14040716	14041861	-	0	RPL3P11
9	13986175	13987909	+	0	PES1P2
9	13927971	13945610	+	0	LINC00583
9	13406380	13433053	-	0	LINC01235
9	13105704	13279590	-	0	MPDZ
9	12972843	12973438	-	0	PRDX1P1
9	12775021	12822131	+	0	LURAP1L
9	12764761	12765055	-	0	RN7SL849P
9	12698554	12814345	-	0	LURAP1L-AS1
9	12685439	12710290	+	0	TYRP1
9	12300266	12300451	-	0	RNU2-47P
9	12287320	12288238	+	0	JKAMPP1
9	11011748	11013096	+	0	AKAP8P1
9	10829752	10830308	-	0	IMP3P1
9	10613202	10620420	+	0	PTPRD-AS2
9	9442060	9442380	+	0	RN7SL5P
9	9090898	9091245	+	0	RPS26P3
9	8858130	8862255	+	0	PTPRD-AS1
9	8797135	8797194	+	0	RNU7-185P
9	8314246	10612723	-	0	PTPRD
9	7597823	7598377	+	0	PPIAP33
9	7477045	7478320	-	0.587329049	RPL4P5
9	6834456	6835577	+	3.27685736	ACTG1P14
9	6748703	6748981	-	0	SNRPEP2
9	6720863	7175648	+	228.3809037	KDM4C
9	6668999	6670008	-	0	RNF2P1
9	6662424	6663792	+	0	RPS3AP54
9	6661651	6661942	+	0	RN7SL123P
9	6639139	6639604	+	0	RPL23AP57
9	6542094	6542353	+	0	RN7SL25P
9	6532464	6645783	-	1.174658097	GLDC
9	6413151	6507054	+	1182.887964	UHRF2
9	6328375	6331900	+	0	TPD52L3
9	6215786	6257983	+	0	IL33
9	6195934	6197248	+	0	GTF3AP1
9	6011043	6015625	-	440.7313497	RANBP6
9	6007826	6007904	+	0	MIR4665
9	5890802	5910606	+	39.76391329	MLANA
9	5881596	6007901	-	1757.600591	KIAA2026
9	5855781	5856426	-	1.015881929	AK4P4
9	5765076	5833117	-	197.2070166	ERMP1
9	5629025	5776557	+	1217.028709	RIC1
9	5510570	5571254	+	8.983233491	PDCD1LG2
9	5450503	5470566	+	430.3905082	CD274
9	5418373	5418976	-	0.42855288	RNF152P1
9	5357973	5437878	-	149.713993	PLGRKT
9	5334969	5339873	-	2.170257457	RLN1
9	5311444	5311716	+	0	HMGN2P31
9	5299868	5304969	-	1.44115941	RLN2
9	5231419	5235304	+	0	INSL4
9	5123880	5185668	-	2.84830448	INSL6
9	5113549	5114804	+	25.23233161	IGHEP2
9	5110913	5112849	+	19.57153336	TCF3P1
9	5109496	5110762	+	4.644305966	MTND5P14
9	5107937	5109290	+	8.251549248	MTND4P14
9	5094139	5095014	+	10.26395824	MTND1P11
9	5091093	5091604	+	4.133963121	MTND6P5
9	5084999	5086112	-	0	PDSS1P1
9	5040945	5041940	+	9.247148608	CSNK1G2P1
9	4984390	5128183	+	2595.159281	JAK2
9	4944670	4945902	-	0	HNRNPA1P41
9	4850299	4850373	-	0	AL158147.1
9	4850297	4850375	+	0	MIR101-2
9	4803788	4804972	-	0	KLF4P1
9	4792869	4885917	+	48.30856885	RCL1
9	4768617	4769895	-	0	ECM1P1
9	4709559	4742043	-	128.6676149	AK3
9	4679559	4708398	+	144.3339081	CDC37L1
9	4633027	4633756	+	0	AL136231.1
9	4553386	4666674	-	6.634844996	SPATA6L
9	4490444	4587469	+	0.853830362	SLC1A1
9	4386410	4386556	-	0	RNU6-694P
9	4299390	4306046	+	0	AL162419.1
9	3898642	3901248	+	0	GLIS3-AS1
9	3824127	4348392	-	41.9698076	GLIS3
9	3526723	3691814	+	16.78663649	RFX3-AS1
9	3218297	3526004	-	367.8318697	RFX3
9	3181589	3198517	+	0	LINC01231
9	2907073	3053408	-	0	CARM1P1
9	2875442	2876427	-	1.282383242	GPS2P1
9	2717502	2730037	+	0.853830362	KCNV2
9	2621834	2660053	+	125.0362942	VLDLR
9	2421597	2643359	-	0	VLDLR-AS1
9	2228961	2229241	-	1.282383242	RN7SL592P
9	2162763	2162953	-	0	RNU2-25P
9	1980290	2193624	+	3654.907531	SMARCA2
9	1333837	1333953	+	0	RNA5SP279
9	1164414	1164867	-	0	RPS27AP14
9	1049858	1057552	+	0	DMRT2
9	1045625	1048641	+	0	LINC01230
9	1001858	1001963	-	0	RNU6-1073P
9	976964	991731	+	0	DMRT3
9	841690	969090	+	0	DMRT1
9	659986	660326	+	0	EIF1P1
9	558826	558930	+	0	RNU6-1327P
9	470291	746106	+	68.89875175	KANK1
9	214854	465259	+	29493.36396	DOCK8
9	212824	215893	-	98.18029929	C9orf66
9	121038	179147	-	127.9309611	CBWD1
9	116231	118204	-	1.849429722	FOXD4
9	112713	113754	-	0	LINC01388
9	72674	88826	+	0	PGM5P3-AS1
9	34394	37269	-	0	FAM138C
9	30144	30281	+	0	MIR1302-9
9	27657	30891	+	0.42855288	AL928970.1
9	12134	13783	+	0	DDX11L5
10	133778246	133778699	+	0	RPL23AP60
10	133759859	133761125	+	0	DUX4L15
10	133756559	133757825	+	0	DUX4L14
10	133753250	133754516	+	0	DUX4L13
10	133749950	133751216	+	0	DUX4L12
10	133746641	133747907	+	0	DUX4L11
10	133743332	133744598	+	0	DUX4L10
10	133740606	133741284	+	0	DUX4L29
10	133683668	133684936	+	0	DUX4L20
10	133680369	133681637	+	0	DUX4L21
10	133677059	133678327	+	0	DUX4L22
10	133673749	133675017	+	0	DUX4L23
10	133670450	133671718	+	0	DUX4L24
10	133667151	133668419	+	0	DUX4L25
10	133664429	133665106	+	0	DUX4L28
10	133657235	133660635	-	0	CLUHP5
10	133640789	133642894	+	1.444434809	AGGF1P2
10	133637408	133637892	-	0	RARRES2P2
10	133623895	133626795	-	0	FRG2B
10	133575122	133576031	-	0	OR6L1P
10	133553901	133569835	-	0	SYCE1
10	133526259	133527513	-	0	AL161645.1
10	133520406	133561220	+	7.472298364	CYP2E1
10	133481238	133481770	+	0	OR7M1P
10	133453928	133523558	+	93.14224139	SCART1
10	133430394	133431318	-	0.42855288	OR6L2P
10	133420666	133424572	-	19.58890269	SPRN
10	133394094	133421307	+	27.88643119	MTG1
10	133379234	133391694	+	25.8920161	PAOX
10	133371556	133371663	-	0	MIR3944
10	133362480	133373689	-	144.2993726	ECHS1
10	133355154	133358035	-	16.2195605	FUOM
10	133347146	133352683	+	5.561361247	PRAP1
10	133344643	133344906	-	1.849429722	BANF1P2
10	133324072	133336935	-	2.757586505	CALY
10	133308475	133313162	+	73.83863624	ZNF511
10	133278630	133312337	-	1772.678264	TUBGCP2
10	133262403	133276868	-	43711.35855	ADAM8
10	133247511	133247620	-	0	MIR202
10	133246478	133247891	-	0	MIR202HG
10	133237404	133241929	+	103.2770642	VENTX
10	133230274	133231558	+	0	UTF1
10	133160447	133226412	+	7.397718886	KNDC1
10	133144612	133145304	-	0	RPL5P28
10	133083073	133088491	-	0	ADGRA1-AS1
10	133070929	133131675	+	0	ADGRA1
10	132965534	132976354	+	2.98679808	LINC01168
10	132961340	132962237	-	0	LINC01167
10	132943967	132965289	-	0	LINC01166
10	132808392	132942823	-	5.507962524	CFAP46
10	132783179	132786052	-	0.42855288	NKX6-2
10	132537820	132783480	+	1341.638668	INPP5A
10	132520827	132522449	-	0	LINC01165
10	132444327	132449408	+	2.170257457	C10orf91
10	132397168	132417863	+	98.96767223	PWWP2B
10	132332154	132379918	+	38.75345561	LRRC27
10	132207492	132331847	-	63.11112942	STK32C
10	132186900	132205776	+	11.55785568	DPYSL4
10	132104671	132184809	+	24.76194355	JAKMIP3
10	131966455	131982013	-	327.2129049	BNIP3
10	131900644	131959834	+	1636.456357	PPP2R2D
10	131772398	131790199	-	0	LINC01164
10	131095218	131095777	+	0	TCERG1L-AS1
10	131092391	131311721	-	0	TCERG1L
10	130962588	130962668	-	0	MIR378C
10	130136399	130184521	+	232.9130149	GLRX3
10	130131770	130132241	-	0	PPIAP32
10	130106046	130108481	+	1.174658097	CTAGE7P
10	129843299	129843374	-	0	MIR4297
10	129835283	129963841	-	0	EBF3
10	129467184	129768007	+	50.20074809	MGMT
10	128912879	128916271	+	0	AL355537.1
10	128181032	128317726	+	8.680072615	LINC01163
10	128096659	128126385	-	37.75964249	MKI67
10	127907061	128085855	+	18363.58942	PTPRE
10	127877841	127892947	-	0.853830362	CLRN3
10	127867881	127868487	+	0	BUB1P1
10	127737235	127741186	+	0	FOXI2
10	127549369	127552639	+	0	NPS
10	126905409	127452517	+	5.336114274	DOCK1
10	126424997	126670446	-	0	C10orf90
10	126413869	126421879	-	0	LINC00601
10	126145474	126145582	-	0	RNA5SP328
10	126012381	126388455	-	14.80856888	ADAM12
10	125972188	125973126	-	0	FANK1-AS1
10	125960208	125960406	-	0	GNG10P1
10	125896539	126009592	+	3.705410241	FANK1
10	125890566	125890678	-	0	RNU2-42P
10	125836337	125896436	-	45.32506794	DHX32
10	125823546	125853695	+	159.0606052	BCCIP
10	125819740	125819822	+	0	MIR4484
10	125784980	125823285	-	97.31093025	UROS
10	125766453	125775821	-	1.85270512	MMP21
10	125725634	125752110	-	17.36205966	EDRF1-AS1
10	125719515	125764143	+	487.5807654	EDRF1
10	125700436	125719566	-	1.710936122	FLJ37035
10	125666875	125667950	-	0	ALDOAP2
10	125576522	125683144	-	0	TEX36
10	125574371	125578445	+	0	TEX36-AS1
10	125473686	125473932	-	0	RPS27P18
10	125166677	125166937	+	0	MRPS21P6
10	125032783	125032870	-	0.42855288	MIR4296
10	124984317	125161170	-	2098.901244	CTBP2
10	124942123	124988189	+	915.4805777	ZRANB1
10	124867510	124868326	+	0	NPM1P31
10	124703625	124714217	+	3.428423042	FAM53B-AS1
10	124619292	124744269	-	3348.763968	FAM53B
10	124489823	124490578	-	0	RPS10P18
10	124461834	124617888	+	154.3494005	LHPP
10	124445239	124450184	-	0	NKX1-2
10	124397303	124418976	-	932.1708803	OAT
10	124007666	124093607	-	15307.38812	CHST15
10	123991910	123992669	+	29.71490335	YBX2P1
10	123706207	123940267	-	3.58719921	CPXM2
10	123666355	123694607	+	0	GPR26
10	123154277	123170467	+	821.8717232	BUB3
10	123148122	123150672	+	0	HMX2
10	123135962	123137741	+	0	HMX3
10	123008979	123058311	+	339.243036	ACADSB
10	122990806	123008817	-	765.5210106	IKZF5
10	122954381	122997513	+	80.57889032	PSTK
10	122930903	122954403	-	53.91699992	C10orf88
10	122910701	122913111	+	0	FAM24A
10	122849078	122879641	-	8.113953835	FAM24B
10	122832149	122850793	-	13.07169758	CUZD1
10	122729429	122826868	+	0	DMBT1P1
10	122697709	122699822	-	0	C10orf120
10	122560665	122643736	+	0	DMBT1
10	122458551	122514908	+	0	HTRA1
10	122454653	122457352	+	0	ARMS2
10	122416965	122417067	+	0	MIR3941
10	122374696	122442602	+	219.0897539	PLEKHA1
10	122345690	122345793	+	0	RNU6-728P
10	122271306	122338162	+	0	BTBD16
10	121989174	122254545	+	4.333304427	TACC2
10	121957088	121975217	-	187.2305744	NSMCE4A
10	121928312	121951965	+	0.42855288	ATE1-AS1
10	121740421	121928801	-	313.9485899	ATE1
10	121713607	121713994	+	0	RPS15AP5
10	121478334	121598458	-	74.40571223	FGFR2
10	121410916	121411200	+	0	RN7SKP167
10	121178700	121185966	+	0	LINC01153
10	120851175	120909524	+	565.9383603	WDR11
10	120761812	120851345	-	0.85710576	WDR11-AS1
10	120597949	120600124	+	0	LINC01561
10	119997086	119997709	-	0	NACAP2
10	119958513	119958592	+	0	MIR4682
10	119892711	119944658	+	558.4400661	SEC23IP
10	119829404	119892556	-	2223.868025	MCMBP
10	119793589	119816642	-	0	PHACTR2P1
10	119768247	119768538	+	0	RN7SL846P
10	119726042	119829278	+	136.0112332	INPP5F
10	119683127	119683823	-	0	TXNP1
10	119651370	119677819	+	57.16770021	BAG3
10	119621068	119621880	+	0	RAD1P1
10	119571802	119597029	-	2137.168318	TIAL1
10	119499828	119542708	-	291.9360071	RGS10
10	119377972	119378043	+	0	MIR4681
10	119212857	119213146	+	3.27685736	RN7SL749P
10	119208531	119211760	+	2.615817507	GRK5-IT1
10	119207589	119459742	+	1203.398807	GRK5
10	119167703	119178833	-	1023.407859	PRDX3
10	119140767	119165667	-	61.03439719	SFXN4
10	119104086	119137984	+	2432.63792	FAM45A
10	119093140	119093341	+	0	AL355598.1
10	119033670	119080823	-	3153.523867	EIF3A
10	119029716	119033732	+	0.853830362	NANOS1
10	119003536	119003884	-	0	AL157788.1
10	118932674	118933295	-	0	LDHAP5
10	118674167	118755249	-	2969.424004	CACUL1
10	118643760	118644198	+	0	TOMM22P5
10	118589989	118595699	-	0	PRLHR
10	118572871	118573620	+	0	SLC25A18P1
10	118357108	118365103	+	0	LINC00867
10	118297930	118342328	-	587.6384084	FAM204A
10	118046279	118210153	+	2.031763857	CASC2
10	118004916	118046603	-	427.7732359	RAB11FIP2
10	117542444	117549546	+	0	EMX2
10	117473215	117545068	-	1.282383242	EMX2OS
10	117277274	117375467	-	2518.294048	PDZD8
10	117241073	117279430	+	90.90881073	SLC18A2
10	117197489	117210299	+	0	KCNK18
10	117167678	117167774	-	0	MIR3663
10	117158656	117169059	-	0	MIR3663HG
10	117128521	117138301	-	0	VAX1
10	116881482	117126586	-	55.45490868	SHTN1
10	116849512	116911788	+	0	ENO4
10	116749905	116751261	+	0	RPL5P27
10	116671192	116850236	-	1.603210977	HSPA12A
10	116663696	116670264	-	3.634974835	C10orf82
10	116620953	116645143	+	0	PNLIPRP2
10	116590385	116609175	+	0	PNLIPRP1
10	116577308	116583317	+	0	PNLIPP1
10	116545931	116567855	+	0	PNLIP
10	116538183	116538276	+	0	RNU6-1090P
10	116439468	116440044	-	0	HMGB3P8
10	116427867	116477957	+	0	PNLIPRP3
10	116409256	116409475	+	0	SNRPGP6
10	116324428	116380029	+	0	CCDC172
10	116056925	116273467	-	0	GFRA1
10	115093365	115948992	+	0	ATRNL1
10	114969460	114969568	-	0	RNU6-1121P
10	114938193	114977676	+	32.86121162	TRUB1
10	114821744	114899832	+	2260.728047	FAM160B1
10	114809375	114811170	+	0.42855288	TAF9BP2
10	114690143	114690634	-	0	PPIAP19
10	114431113	114685003	-	988.9069875	ABLIM1
10	114423770	114424067	-	0	RN7SL384P
10	114294824	114404756	-	18.91960421	AFAP1L2
10	114239330	114291513	+	0	VWA2
10	114179270	114232304	+	0.85710576	TDRD1
10	114174105	114174179	-	0	MIR2110
10	114120862	114174232	-	2242.506797	CCDC186
10	114117147	114117551	+	0	UBE2V1P5
10	114111414	114111517	+	0	RNU6-709P
10	114044056	114046908	+	0.853830362	ADRB1
10	113854661	113917194	+	153.133696	NHLRC2
10	113834725	113854383	-	43.14194177	DCLRE1A
10	113751454	113783429	+	1.85270512	PLEKHS1
10	113710681	113719332	-	0	AL592546.1
10	113679162	113730907	+	99.22782442	CASP7
10	113588716	113664127	-	0	NRAP
10	113550837	113589602	+	0	HABP2
10	113353425	113353484	+	0	RNU7-165P
10	112950250	113167678	+	435.0620318	TCF7L2
10	112634170	112634254	+	0	MIR4295
10	112446998	112818744	+	1163.020622	VTI1A
10	112424428	112446917	-	1173.32104	ZDHHC6
10	112374018	112428380	+	646.6516746	ACSL5
10	112308181	112356574	-	0	GUCY2GP
10	112299612	112299688	-	0	MIR6715B
10	112283400	112305035	+	0	TECTB
10	112149864	112215377	-	56.05318401	GPAM
10	111322778	111323397	+	0	BTBD7P2
10	111077163	111080907	+	0.85710576	ADRA2A
10	110988926	110989013	+	0.853830362	MIR548E
10	110936622	110937233	-	0.853830362	RPL13AP6
10	110919547	111013667	+	3330.828151	SHOC2
10	110898730	110919274	-	1044.309682	BBIP1
10	110898090	110898155	+	0	MIR4680
10	110871795	110900006	+	2916.092956	PDCD4
10	110869868	110872233	-	601.934751	PDCD4-AS1
10	110761142	110761242	+	0	RNA5SP327
10	110756456	110756723	+	0	RN7SKP288
10	110644397	110839469	+	5.558085848	RBM20
10	110567691	110604636	+	1069.192428	SMC3
10	110550115	110550854	-	0	RPL7P35
10	110497838	110511544	+	91.19049546	DUSP5
10	110450629	110451240	+	0	HMGB3P5
10	110428840	110496204	-	0	AL355512.1
10	110290730	110304951	-	839.5461315	SMNDC1
10	110207605	110287365	+	1345.205408	MXI1
10	110139214	110139426	-	0.42855288	SNRPGP12
10	109996368	110135565	+	6546.216902	ADD3
10	109940104	110008381	-	34.0580372	ADD3-AS1
10	109869858	109869992	+	0	RNU4-5P
10	109864766	109923553	-	237.8675891	XPNPEP1
10	109534655	109534990	+	0	BTF3P15
10	109528119	109529008	+	0	PHB2P1
10	109239639	109239746	+	0	RNU6-839P
10	109184934	109185001	-	0	RNU5B-6P
10	108940969	108941310	-	0	RN7SKP278
10	108848186	108849561	+	0	MAPKAPK5P1
10	108710518	108839363	+	0	AL356476.1
10	108296099	108296532	+	0	PTGES3P5
10	107694973	108197849	-	0	LINC01435
10	107461560	107461669	+	0	RNA5SP326
10	106970021	106970150	+	0	RNA5SP325
10	106573663	107164534	-	0	SORCS1
10	106550106	106551121	+	0	RPL23AP59
10	105686322	105687051	+	0.42855288	YWHAZP5
10	105534659	105534765	+	0	RNU6-463P
10	104664608	104666200	-	0	SORCS3-AS1
10	104641101	105265235	+	8.976682694	SORCS3
10	104353764	104455090	+	262.3515643	CFAP58
10	104309698	104338448	-	9489.59684	ITPRIP
10	104268873	104304945	+	240.4322966	GSTO2
10	104268336	104268405	-	7.549314081	MIR4482
10	104235356	104267459	+	693.5964102	GSTO1
10	104218789	104218883	-	0	MIR609
10	104129888	104232362	-	4.133963121	CFAP43
10	104122058	104126385	+	58.7564441	SFR1
10	104048089	104048186	-	0	MIR936
10	104031286	104085957	-	12.46035986	COL17A1
10	103974515	103974814	-	0	RN7SL524P
10	103967201	104029233	+	4482.121505	SLK
10	103745966	103755423	+	0	SH3PXD2A-AS1
10	103594027	103855543	-	211.4748112	SH3PXD2A
10	103493979	103592552	+	11.11623072	NEURL1
10	103479603	103517393	-	0	NEURL1-AS1
10	103472804	103479240	-	0	CALHM3
10	103453387	103458888	-	1.015881929	CALHM1
10	103446786	103452402	-	118.3699349	CALHM2
10	103396626	103446292	+	345.2468646	PDCD11
10	103394253	103394401	-	0	MIR1307
10	103367967	103389065	+	132.1084017	TAF5
10	103312436	103312568	-	0	RNU11-3P
10	103302796	103351144	-	28.16996919	PCGF6
10	103277163	103290351	+	0	INA
10	103245887	103248016	+	0	RPEL1
10	103215709	103216800	+	0	ST13P13
10	103175554	103176094	+	10.26981983	MARCKSL1P1
10	103088017	103193306	-	5721.190984	NT5C2
10	102918293	103090221	+	774.2828883	CNNM2
10	102869516	102901899	+	0	AS3MT
10	102845595	102845950	+	0	PTGES3P4
10	102838011	102845473	-	0	PFN1P11
10	102830531	102837533	-	27.21774758	CYP17A1
10	102803929	102804031	+	0	RNU6-1231P
10	102743901	102834516	+	3632.332885	WBP1L
10	102714538	102743492	+	52.78606431	SFXN2
10	102673731	102714407	-	365.3429036	ARL3
10	102642310	102660680	+	3794.49166	TRIM8
10	102591524	102591630	+	0	RNU6-43P
10	102572757	102573225	-	0.853830362	RPL23AP58
10	102503987	102633535	+	359.625256	SUFU
10	102483039	102483559	+	0	AL121928.1
10	102461881	102502711	-	2429.886414	ACTR1A
10	102449837	102451543	-	2.993319364	C10orf95
10	102449817	102461106	+	89.09051292	RPARP-AS1
10	102436512	102436584	+	0	MIR146B
10	102423245	102432661	-	434.5220932	CUEDC2
10	102419189	102423136	+	111.6361254	FBXL15
10	102402617	102421539	-	33.69832911	PSD
10	102394110	102402529	+	6062.191373	NFKB2
10	102245532	102382899	+	2713.342013	GBF1
10	102230186	102241474	-	0	PITX3
10	102226328	102229589	+	3.203146556	ELOVL3
10	102152176	102163871	+	416.613984	NOLC1
10	102132994	102150331	+	214.4119244	PPRC1
10	102107560	102120453	-	4845.334657	LDB1
10	102065390	102068038	+	322.0910946	HPS6
10	101825974	101843920	-	23.09927535	KCNIP2
10	101819078	101828779	+	0	KCNIP2-AS1
10	101781325	101783413	-	54.66652165	NPM3
10	101770130	101780369	-	8.696479122	FGF8
10	101622859	101622965	+	0	RNU6-1165P
10	101610664	101695295	-	309.2897196	FBXW4
10	101601417	101601497	+	0	MIR3158-1
10	101578882	101588270	-	164.3189236	POLL
10	101570560	101609668	+	16.5227804	DPCD
10	101364845	101365035	-	0	RNU2-59P
10	101354033	101557321	+	162.8948009	BTRC
10	101307529	101307718	+	0	RNU2-43P
10	101229594	101270148	+	0	LBX1-AS1
10	101226195	101229794	-	0	LBX1
10	101181144	101181951	-	0	SMARCE1P7
10	101176323	101194147	+	0	LINC01514
10	101130505	101137789	+	0	TLX1
10	101089321	101131126	-	0	TLX1NB
10	101061841	101068131	+	0.42855288	KAZALD1
10	101031234	101041244	+	693.4579166	SFXN3
10	101007683	101032295	-	5.177308592	PDZD7
10	100996618	101007836	+	114.2267476	LZTS2
10	100974985	100975084	+	0	MIR608
10	100969518	100985871	+	29.73134499	SEMA4G
10	100969458	100987515	-	188.4542813	MRPL43
10	100912569	100965136	+	492.635671	SLF2
10	100735603	100829941	+	0.587329049	PAX2
10	100529072	100559998	+	2374.906023	HIF1AN
10	100523740	100530000	-	70.42009842	NDUFB8
10	100486642	100519864	-	641.6360754	SEC31B
10	100463041	100483744	+	2.571317281	WNT8B
10	100373513	100454043	+	12.80423905	OLMALINC
10	100347124	100364834	+	56.75446281	SCD
10	100288154	100330486	-	8.571057604	PKD2L1
10	100273280	100286712	-	1517.788949	BLOC1S2
10	100258571	100258677	+	0	RNU6-422P
10	100248271	100249095	+	51.50049421	PHBP9
10	100237156	100237302	-	0	SNORA12
10	100232298	100267680	-	721.0924298	CWF19L1
10	100188298	100229619	-	1339.096864	CHUK
10	100150094	100188334	-	784.4785668	ERLIN1
10	100114417	100115223	-	0	TPM4P1
10	100042193	100081877	-	0	CPN1
10	99927010	99958381	+	0	DNMBP-AS1
10	99875577	100009919	-	362.4321247	DNMBP
10	99788564	99789410	-	0	NANOGP6
10	99782640	99852594	+	263.8976687	ABCC2
10	99711844	99732100	-	613.5895394	COX15
10	99702558	99756134	+	590.2484028	CUTC
10	99697407	99697949	-	6.41191621	EBAG9P1
10	99659506	99706240	+	77.92160949	ENTPD7
10	99610522	99620609	-	1397.087073	SLC25A28
10	99532933	99536524	+	0	NKX2-3
10	99526350	99531177	-	0	LINC01475
10	99396870	99431569	-	57.76084474	GOT1
10	99329099	99394330	+	1.761987146	CNNM1
10	99047639	99048319	+	0	RPL7P36
10	99013103	99013952	-	0	ARL5AP2
10	98924499	98924568	-	0	MIR6507
10	98457077	99235862	-	0.42855288	HPSE2
10	98431292	98431360	-	2.031763857	MIR4685
10	98416198	98446947	-	3188.329749	HPS1
10	98395218	98395307	-	0	MIR1287
10	98383565	98415184	-	286.4429087	PYROXD2
10	98247690	98268250	-	21.80706591	LOXL4
10	98134624	98244897	+	718.4615097	R3HCC1L
10	97865000	98030828	-	1.44115941	CRTAC1
10	97850239	97871580	+	93.03883699	GOLGA7B
10	97828478	97849798	-	0	LINC00866
10	97766751	97771952	-	4.704255486	SFRP5
10	97737121	97760907	+	2332.770805	ZFYVE27
10	97713173	97718152	+	24.07209448	MARVELD1
10	97677424	97687323	-	3.705410241	AVPI1
10	97640686	97676434	+	183.1116468	PI4K2A
10	97614553	97633500	-	5.498136328	MORN4
10	97589727	97590934	+	0	C10orf62
10	97584323	97612802	+	0	HOGA1
10	97572499	97583884	+	15.5862522	ANKRD2
10	97498868	97571209	+	457.4457542	UBTD1
10	97458324	97498794	-	838.39412	MMS19
10	97446131	97457370	+	134.8919171	ZDHHC16
10	97436142	97446017	-	218.1432033	EXOSC1
10	97426160	97433441	+	1386.495053	PGAM1
10	97356358	97426076	-	3725.643129	RRP12
10	97334564	97343203	+	0	AL355490.1
10	97332497	97334709	-	12220.73833	FRAT2
10	97319267	97321915	+	4725.500103	FRAT1
10	97222173	97292673	-	1582.72125	ARHGAP19
10	97153045	97292637	-	6.682620621	ARHGAP19-SLIT1
10	97102756	97103747	+	0	SLIT1-AS1
10	96998038	97185920	-	199.7083932	SLIT1
10	96915633	96915902	-	0	HMGN2P35
10	96832282	96995959	+	1094.023495	LCOR
10	96828669	96828764	-	0	MIR607
10	96750288	96750899	+	35.22948132	RPL13AP5
10	96743167	96743273	+	0	RNU6-1274P
10	96619376	96619483	+	5.177308592	RNA5SP324
10	96593312	96720514	-	9191.291914	PIK3AP1
10	96560185	96560922	+	8.967784197	NPM1P26
10	96518109	96587452	-	1243.598355	TM9SF3
10	96364606	96513918	-	0.853830362	TLL2
10	96343216	96359365	-	0	OPALIN
10	96304396	96338564	+	0	DNTT
10	96191702	96271587	-	13.02154474	BLNK
10	96189366	96190219	-	1.015881929	NPM1P25
10	96129715	96205288	+	958.914272	ZNF518A
10	96112747	96112851	+	0	RNU6-271P
10	96064315	96064399	-	0	MIR3157
10	96043394	96060870	+	44.81483669	CCNJ
10	95907603	96032684	+	5.336114274	CC2D2B
10	95753206	96090238	-	69.60513227	ENTPD1-AS1
10	95711779	95869695	+	8265.455973	ENTPD1
10	95663396	95694143	-	72.13097552	TCTN3
10	95605929	95656706	-	106.4163099	ALDH18A1
10	95311771	95561414	-	18.35252822	SORBS1
10	95237572	95291024	-	101.2933277	PDLIM1
10	95194200	95228928	+	0	ACSM6
10	95183653	95184217	+	0	PAWRP1
10	95036772	95069497	-	3.476198666	CYP2C8
10	95009674	95009812	+	0	CYP2C60P
10	95007126	95007556	-	0	CYP2C59P
10	94940253	94941121	-	0	MTND4P20
10	94938658	94989391	+	0	CYP2C9
10	94865852	94873129	-	0	CYP2C58P
10	94774156	94774633	-	0	MTND4P19
