chromosome	Start	End	strand	LTB4	GENE ID
12	123602077	123620941	+	321.9339869	DDX55
12	123584531	123598577	+	2149.391282	TMED2
12	123536409	123536534	+	0	MIR3908
12	123470054	123533718	-	33.51313862	RILPL1
12	123457641	123473154	+	518.3344345	SNRNP35
12	123410683	123436717	-	17840.64649	RILPL2
12	123364764	123364843	-	0	MIR8072
12	123289109	123364843	-	2155.784052	SBNO1
12	123282916	123283034	-	0	RNA5SP375
12	123260971	123272334	-	113.5240901	CDK2AP1
12	123232916	123257959	+	162.6613829	C12orf65
12	123152320	123244014	-	121.0829239	MPHOSPH9
12	123010667	123010728	-	0	MIR4304
12	122983480	123150015	-	259.362551	PITPNM2
12	122980060	122982913	+	13.61817321	ARL6IP4
12	122974580	122980043	+	26.26303577	OGFOD2
12	122920951	122981649	-	110.458516	ABCB9
12	122865328	122896444	-	1897.716133	VPS37B
12	122834453	122862960	+	1194.816246	HIP1R
12	122774327	122827528	+	28.19739323	CCDC62
12	122752774	122771064	+	747.4863961	DENR
12	122726076	122730843	-	219.4039017	HCAR1
12	122714756	122716892	-	812.5510014	HCAR3
12	122701293	122703343	-	3013.26829	HCAR2
12	122527246	122626396	+	238.9632493	KNTC1
12	122503458	122527000	-	2708.503338	RSRC2
12	122471600	122501073	-	490.2542355	ZCCHC8
12	122395542	122400857	+	0	CLIP1-AS1
12	122364782	122365632	+	0	RPL21P1
12	122271432	122422632	-	2496.665088	CLIP1
12	122229564	122266521	-	478.1491926	VPS33A
12	122207663	122226568	-	136.3790899	DIABLO
12	122203543	122208952	+	13.61817321	B3GNT4
12	122172030	122174199	-	0	IL31
12	122167738	122203471	+	2.488005285	LRRC43
12	122078722	122147347	+	3830.167249	MLXIP
12	122063306	122068616	+	4.37127895	AC156455.1
12	122019422	122062044	+	40.66534571	BCL7A
12	121917862	122003927	+	264.7978124	WDR66
12	121908103	121908163	+	0	RNU7-170P
12	121888731	121918297	+	79.61616913	PSMD9
12	121839527	121863596	-	14.57092983	HPD
12	121804180	121832584	+	3257.463631	SETD1B
12	121795267	121803906	-	289.4379482	LINC01089
12	121777754	121803403	-	114.4482431	RHOF
12	121712752	121783001	+	148.2867749	TMEM120B
12	121648742	121672631	-	147.6216469	MORN3
12	121626550	121642677	+	1360.30419	ORAI1
12	121604902	121605012	+	0	RNU6-1004P
12	121444273	121444352	-	0	MIR7107
12	121429097	121581015	-	550.7811477	KDM2B
12	121400041	121430623	+	933.001982	RNF34
12	121308245	121399896	-	1410.237492	ANAPC5
12	121237691	121298308	-	9033.388228	CAMKK2
12	121209857	121234106	+	1399.64558	P2RX4
12	121149010	121149109	+	0	Z98941.1
12	121132819	121188032	+	52.24811099	P2RX7
12	121019111	121039242	-	931.3433118	OASL
12	121000486	121016502	-	122.5635589	C12orf43
12	120978543	121002512	+	0	HNF1A
12	120941728	120980965	-	0	HNF1A-AS1
12	120916745	120917236	+	0	RPL12P33
12	120914400	120915123	+	1.65867019	CLIC1P1
12	120845110	120845647	-	0	ARF1P2
12	120762510	120904371	-	1600.891917	SPPL3
12	120725735	120740008	+	70.49348309	ACADS
12	120723193	120723266	+	0	MIR4700
12	120710435	120723640	+	562.8844926	UNC119B
12	120686869	120701864	+	945.6533462	MLEC
12	120640552	120667324	+	0	CABP1
12	120594015	120594548	-	0	RPL11P5
12	120578764	120581398	-	80.97508464	POP5
12	120533480	120577594	+	5647.399886	RNF10
12	120522664	120523443	-	0	RPL29P24
12	120503274	120534434	-	88.10824905	COQ5
12	120490328	120495940	-	35.5821775	NRAV
12	120469850	120498493	+	649.8634706	DYNLL1
12	120461668	120469793	-	1261.950717	SRSF9
12	120450437	120450803	-	1.457092983	RPL31P52
12	120446438	120463749	+	160.2802282	GATC
12	120443961	120446412	-	67.02627723	TRIAP1
12	120438090	120440742	+	457.5271968	COX6A1
12	120369440	120371688	+	0	RPS27P25
12	120341330	120369180	-	0	MSI1
12	120322111	120327789	-	0	PLA2G1B
12	120313238	120313341	-	0	RNU6-1088P
12	120302316	120313249	+	8.471947024	SIRT4
12	120293097	120293237	-	0	RNU4-1
12	120291763	120291903	-	0	RNU4-2
12	120282303	120282716	+	0.829335095	NME2P1
12	120247460	120247791	+	1.694389405	RPS20P31
12	120210439	120265771	-	16588.4481	PXN
12	120201291	120213138	+	54.47269283	PXN-AS1
12	120196686	120201235	-	7392.620973	RPLP0
12	120155434	120155499	-	0	MIR4498
12	120127203	120194710	-	1732.534258	GCN1
12	120095095	120117502	-	6306.727325	RAB35
12	119959424	119959754	+	0	RPL35AP30
12	119713634	119713724	-	0	MIR1178
12	119685790	119877291	-	133.1554714	CIT
12	119667753	119681630	+	1289.52729	PRKAB1
12	119631090	119631386	-	0	RN7SKP197
12	119593459	119643066	+	0	TMEM233
12	119334712	119541047	+	0	CCDC60
12	119283825	119303380	-	0	LINC00934
12	119178642	119221131	+	22.39204757	HSPB8
12	118993857	118994159	+	0	RN7SL508P
12	118981495	119163051	+	0	SRRM4
12	118829681	118829805	+	0	RNA5SP374
12	118737964	118738511	-	0	RPL17P37
12	118376380	118418031	+	1957.990681	SUDS3
12	118246084	118246962	+	455.3049672	RPS2P5
12	118149801	118372945	-	2233.917905	TAOK3
12	118135858	118145584	+	405.585731	PEBP1
12	118063593	118136026	-	133.1554714	VSIG10
12	118032694	118062430	-	2663.109427	WSB2
12	118013588	118033130	+	112.7895729	RFC5
12	117453012	117968983	-	5.828371933	KSR2
12	117208142	117452170	-	0	NOS1
12	117141988	117190531	-	253.5341791	FBXO21
12	117099481	117142091	+	0	TESC-AS1
12	117038923	117099479	-	90.20908552	TESC
12	116910956	117031148	+	75.40032851	FBXW8
12	116856144	116881441	-	5.083168214	HRK
12	116782105	116782208	+	0	RNU6-558P
12	116738178	116853631	+	3.388778809	RNFT2
12	116710185	116738070	-	1260.385431	C12orf49
12	116548105	116576448	+	118.6072583	MAP1LC3B2
12	116533422	116536518	+	174.16037	LINC00173
12	116428252	116428318	-	0	MIR4472-2
12	116169045	116169258	+	0	SNRPGP18
12	116148560	116148654	-	0	MIR620
12	116082570	116082676	+	0	RNU6-1188P
12	115953872	116277719	-	13517.86698	MED13L
12	115717725	115718013	+	0	RN7SL865P
12	115592604	115592983	-	0	UBA52P7
12	114670254	114684164	-	0	TBX3
12	114588194	114588802	+	0	OSTF1P1
12	114504876	114505187	-	0	RN7SKP216
12	114408191	114412831	+	0	TBX5-AS1
12	114353931	114408442	-	0	TBX5
12	114104542	114105931	+	0	GLULP5
12	114097682	114098223	+	0	HAUS8P1
12	113816738	113966371	-	364.293722	RBM19
12	113789542	113789807	-	0	DYNLL1P4
12	113679459	113773683	-	0	LINC01234
12	113472003	113480624	+	0	LHX5-AS1
12	113462034	113472280	-	0	LHX5
12	113422237	113438276	+	42.25569652	SDSL
12	113392445	113426301	-	11.61069133	SDS
12	113358566	113391625	+	324.9317353	PLBD2
12	113298759	113359493	-	1065.695597	SLC8B1
12	113291523	113291608	+	0	MIR6762
12	113221050	113298585	+	786.8277853	TPCN1
12	113195441	113221094	-	50.83168214	IQCD
12	113185526	113192368	+	125.5898196	RITA1
12	113159113	113159177	-	0	MIR7106
12	113157174	113185479	-	509.9249301	DDX54
12	113098819	113136239	-	67.77557619	RASAL1
12	113056709	113098028	+	7.81338536	DTX1
12	113054062	113054435	+	0	RPS15AP32
12	113015607	113016098	+	0	IMMP1LP2
12	112978395	113011723	+	281.9921807	OAS2
12	112938352	112973249	+	1261.41868	OAS3
12	112906777	112933222	+	396.4401534	OAS1
12	112570380	112898881	+	2.84123104	RPH3A
12	112418351	112509913	+	1596.470058	PTPN11
12	112405190	112418838	-	4424.89793	RPL6
12	112301870	112302663	-	0.829335095	RPL7AP60
12	112267077	112267394	+	0	RN7SKP71
12	112163258	112163321	-	0	MIR6861
12	112160188	112382439	-	1146.141101	HECTD4
12	112125501	112153609	+	1603.739572	TRAFD1
12	112037599	112037715	-	0	MIR3657
12	112026689	112109022	-	214.1926685	NAA25
12	112013316	112023451	+	1302.985452	ERP29
12	111992996	111993875	+	0	SLC25A3P2
12	111931282	112013185	-	45.45969664	TMEM116
12	111927018	111929017	+	0.829335095	ADAM1B
12	111899263	111901391	+	0	ADAM1A
12	111879338	111880249	-	0	RPS2P41
12	111841978	111902238	+	344.9937213	MAPKAPK5
12	111839764	111842902	-	190.7470719	MAPKAPK5-AS1
12	111799834	111799905	+	0	MIR6761
12	111766887	111817529	+	211.7986756	ALDH2
12	111686056	111757107	+	487.9814311	ACAD10
12	111669852	111670362	-	5.828371933	PCNPP1
12	111642146	111685986	-	1095.733923	BRAP
12	111443485	111599676	-	693.2603738	ATXN2
12	111405948	111451623	+	1228.122117	SH2B3
12	111381867	111385638	+	0	HSPA8P14
12	111339527	111339621	+	0	RNA5SP373
12	111304142	111304209	+	0	MIR6760
12	111034024	111350554	+	0	CUX2
12	110936585	110958208	+	0	LINC01405
12	110910819	110920722	-	0	MYL2
12	110846769	110907535	+	0	CCDC63
12	110841538	110842387	-	0	RPL29P25
12	110719680	110742939	-	1105.503682	PPP1CC
12	110627841	110704950	-	249.6665088	HVCN1
12	110625645	110625917	-	0	RN7SL387P
12	110614027	110649430	+	69.60399639	TCTN1
12	110533245	110583320	-	1443.52636	PPTC7
12	110501655	110532086	+	6.634680761	RAD9B
12	110491097	110502117	-	469.1839406	VPS29
12	110468364	110490385	+	24.77058072	FAM216A
12	110460988	110461362	+	0	RPL31P49
12	110452484	110469268	-	97.62522988	GPN3
12	110434825	110450422	-	7409.220245	ARPC3
12	110429959	110430282	-	0	HMGA1P3
12	110372900	110403730	-	506.7237431	ANAPC7
12	110360452	110360746	-	0	RN7SL769P
12	110280756	110351093	+	2502.717609	ATP2A2
12	110124335	110218797	+	52.4553474	IFT81
12	110027028	110073686	-	255.0056054	C12orf76
12	109999186	110039763	+	4382.935694	ANKRD13A
12	109929792	109996389	-	1752.845839	GIT2
12	109900264	109983841	+	429.025887	TCHP
12	109866214	109866509	-	0	RN7SL441P
12	109850943	109880488	-	1201.84073	GLTP
12	109833348	109833436	+	0	MIR4497
12	109783085	109833401	-	4.26184656	TRPV4
12	109734166	109773508	-	13.11383685	FAM222A-AS1
12	109714228	109770507	+	36.42732458	FAM222A
12	109662863	109663183	-	0	RN7SKP250
12	109573255	109598117	+	275.3905738	MVK
12	109567975	109568115	-	0	RNU4-32P
12	109553737	109573874	-	143.1759047	MMAB
12	109477402	109536705	+	1570.62931	UBE3B
12	109448656	109477544	-	1257.411326	KCTD10
12	109354083	109359488	-	0	LINC01486
12	109347903	109455523	+	8.52369312	MYO1H
12	109277979	109309220	-	0.71030776	FOXN4
12	109116595	109268226	+	2279.377602	ACACB
12	109097574	109110992	+	102.510559	UNG
12	109088188	109093631	-	56.82662635	ALKBH2
12	109059986	109060100	+	0	RNA5SP372
12	109052350	109053952	-	1.457092983	USP30-AS1
12	109023089	109088026	+	163.5085776	USP30
12	108926435	108926541	-	0	RNU6-361P
12	108907741	109021240	-	0	SVOP
12	108858932	108901043	+	0	DAO
12	108836908	108837006	-	0	MIR619
12	108778192	108857590	-	3156.389923	SSH1
12	108668448	108668508	+	0	RNU7-169P
12	108645109	108731596	-	7505.482611	CORO1C
12	108622277	108633959	-	21802.48231	SELPLG
12	108589846	108598320	-	178.7580822	TMEM119
12	108562582	108569384	+	1724.627241	ISCU
12	108522580	108561400	-	1346.840195	SART3
12	108515185	108525837	+	216.377641	FICD
12	108434130	108492585	-	0.829335095	LINC01498
12	108288044	108339341	-	35.515388	CMKLR1
12	108129471	108250537	+	0	WSCD2
12	107774385	107776644	+	0	ASCL4
12	107732866	107761272	-	685.8601237	PRDM4
12	107685732	107713167	+	268.5607207	PWP1
12	107486511	107486635	-	0	RNA5SP371
12	107318413	107659642	+	140.9869662	BTBD11
12	107271394	107271846	+	0	SETP7
12	106991364	107093829	-	860.8930051	CRY1
12	106977291	106987166	-	56.8246208	MTERF2
12	106955719	106978778	+	122.5635589	TMEM263
12	106910757	106911109	+	0	RPL30P12
12	106901283	106901984	-	0	EEF1B2P4
12	106774595	106889316	+	66.34680761	RIC8B
12	106582907	106762803	+	0	RFX4
12	106357658	106510198	+	90.91939328	POLR3B
12	106301929	106347015	+	1593.573235	TCP11L2
12	106282927	106282989	-	0	RNU7-94P
12	106237877	106304279	-	2079.143084	CKAP4
12	106063340	106140033	-	48.08406845	NUAK1
12	106015897	106017006	+	0	ST13P3
12	105704203	105744062	+	0	CASC18
12	105235290	105396097	+	36.42732458	C12orf75
12	105173296	105236238	-	2550.004858	APPL2
12	105019784	105084577	-	2.84123104	ALDH1L2
12	104986310	105074197	+	40.85451962	C12orf45
12	104976749	104978027	-	0	KRT18P20
12	104802553	104958744	-	96.84034281	SLC41A2
12	104591633	104591716	+	0	MIR3922
12	104455295	104762014	+	7588.540257	CHST11
12	104303739	104305205	+	27.95742518	EID3
12	104265309	104265836	+	19.90404228	RPL18AP3
12	104215779	104350305	+	15645.99176	TXNRD1
12	104125236	104125356	+	0	RNA5SP370
12	104117077	104138289	-	195.2504598	NFYB
12	104064457	104106524	+	93.05031656	HCFC2
12	103988984	104064183	-	2.84123104	GLT8D2
12	103965804	103988874	+	503.4064028	TDG
12	103950202	103965708	-	27.68476668	C12orf73
12	103930425	103930555	+	0	MIR3652
12	103930107	103953645	+	7023.244083	HSP90B1
12	103843749	103930211	-	14.09869662	TTC41P
12	103770453	103841197	-	776.6305601	NT5DC3
12	103587273	103766727	+	22.39204757	STAB2
12	103237591	103496010	-	4.37127895	C12orf42
12	102957686	102960516	+	0	ASCL1
12	102836885	102958410	-	0	PAH
12	102809280	102824399	-	0	LINC00485
12	102395874	102481744	-	0	IGF1
12	102217318	102217613	-	0	RN7SL793P
12	102197585	102402596	+	4.97215432	HELLPAR
12	102196459	102197845	-	0	PMCH
12	102120185	102197520	+	16.09669935	PARPBP
12	102073103	102120124	-	80.19590889	NUP37
12	101963901	101964340	+	0	NENFP2
12	101877351	102012130	+	467.5572801	DRAM1
12	101873316	101873623	-	0	HSPE1P4
12	101871742	101871801	-	0	RNU6-1183P
12	101836820	101836927	+	0	RNA5SP369
12	101796410	101796502	-	0	RNU6-172P
12	101779814	101779929	+	0	RNA5SP368
12	101765406	101765509	-	0	RNU6-101P
12	101745497	101830938	-	596.1733604	GNPTAB
12	101728648	101739472	-	7.81338536	SYCP3
12	101719808	101719918	+	0	RNY1P16
12	101696947	101744140	+	273.8765945	CHPT1
12	101568353	101686018	+	0.71030776	MYBPC1
12	101475421	101486997	+	0	SPIC
12	101472339	101472456	+	0	RNA5SP367
12	101466705	101466820	+	0	RNU5E-5P
12	101424441	101424691	+	0	RPS27P23
12	101411357	101411459	+	0	RNU6-1068P
12	101393120	101407820	-	293.5472891	ARL1
12	101280109	101386616	+	198.2200767	UTP20
12	101199271	101199377	-	0	RNU6-768P
12	101155493	101210407	-	0	SLC5A8
12	100717526	101128641	+	0	ANO4
12	100573683	100628286	+	71.11712675	GAS2L3
12	100473708	100564413	+	0	NR1H4
12	100357079	100422059	+	0	SLC17A8
12	100267140	100341724	+	1738.123089	SCYL2
12	100203669	100267079	-	2.914185967	DEPDC4
12	100199122	100241865	+	105.9191249	ACTR6
12	100189884	100189949	+	0	MIR1827
12	100158502	100158765	-	0	RN7SL176P
12	100156357	100173659	-	84.73529996	GOLGA2P5
12	100028455	100142848	-	2156.110518	UHRF1BP1L
12	100009052	100009838	-	4.146675476	RPS4XP1
12	99647753	99650046	+	0	FAM71C
12	99083783	99083905	-	0	RNA5SP366
12	98726457	99984654	-	2.84123104	ANKS1B
12	98645141	98735433	+	2283.639448	APAF1
12	98613405	98645113	-	391.9580125	IKBIP
12	98599635	98599883	+	0.847194702	SNORA53
12	98593591	98606379	+	4271.566996	SLC25A3
12	98515512	98550379	+	331.0034162	TMPO
12	98512973	98516422	-	6.634680761	TMPO-AS1
12	98453835	98457145	-	3.388778809	SLC9A7P1
12	98417896	98418038	-	0	RNU4-41P
12	97995383	97995448	-	0	MIR4303
12	97939056	97939121	-	0	MIR4495
12	97721716	97721822	+	1.513130356	RNU6-36P
12	97563812	97563911	+	0	MIR135A2
12	97491909	97491978	+	0	MIR1251
12	97430884	97598415	+	0	RMST
12	96907223	96953777	+	174.851158	NEDD1
12	96900697	96902698	-	0	EEF1A1P33
12	96489571	96875555	+	54.73611628	CFAP54
12	96427200	96427486	-	0	RN7SKP11
12	96303375	96303513	-	0	RNU4-24P
12	96278261	96400560	-	1173.364663	CDK17
12	96194382	96269835	+	521.8719367	ELK3
12	96101951	96102249	-	0	RN7SL88P
12	96060024	96060375	-	0	YPEL5P3
12	96000828	96043520	-	4265.270394	LTA4H
12	95972662	95996365	-	11279.78663	HAL
12	95943293	95968716	+	22.87425696	AMDHD1
12	95867048	95942974	-	0	CCDC38
12	95858928	95903828	+	170.479879	SNRPF
12	95792529	95792635	-	0	RNU6-247P
12	95657807	95791152	-	125.5898196	NTN4
12	95551582	95673999	+	1.513130356	PGAM1P5
12	95516560	95551490	-	4.26184656	USP44
12	95473520	95515839	+	355.821775	METAP2
12	95438737	95438843	-	0	RNU6-735P
12	95309923	95309984	+	1.513130356	MIR3685
12	95308420	95308513	+	2.13092328	MIR331
12	95290692	95290799	+	0	RNU6-808P
12	95286318	95286838	-	0	CBX3P5
12	95217746	95302790	+	330.7601072	VEZT
12	95076749	95217482	-	184.6884451	FGD6
12	95020229	95073703	-	96.58019607	NR2C1
12	94897055	95003770	-	316.2442445	NDUFA12
12	94834398	94834513	+	0	MIR492
12	94834147	94835158	+	0	KRT19P2
12	94590821	94591093	+	3.317340381	LSM3P2
12	94571231	94571352	-	0	MIR7844
12	94567124	94650562	-	9867.428962	TMCC3
12	94561789	94561859	+	0	MIR5700
12	94548241	94549536	+	13.26936152	SUCLG2P2
12	94515476	94515760	+	1.42061552	RN7SL483P
12	94423744	94424969	-	1.694389405	RBMS2P1
12	94361220	94361526	+	0	RN7SL330P
12	94306449	94459988	-	99.52021142	CEP83
12	94148723	94307675	+	19020.36826	PLXNC1
12	94008739	94009047	-	0	RN7SKP263
12	93831076	93831372	+	0	RN7SL630P
12	93677375	93894840	+	136.9667404	CRADD
12	93569814	93583487	+	45.16988248	SOCS2
12	93542463	93571768	-	4.97215432	SOCS2-AS1
12	93509487	93509768	+	0	RN7SL737P
12	93467488	93516213	+	174.851158	MRPL42
12	93405673	93442262	-	466.2697547	UBE2N
12	93377883	93408146	+	454.9435552	NUDT4
12	93083598	93083675	-	24.05071776	RPL41P5
12	92952639	92952745	+	0	RNU6-1329P
12	92883773	92884700	+	0	HNRNPA1P50
12	92770637	92929331	-	160.2802282	EEA1
12	92702843	92772455	+	0	PLEKHG7
12	92421531	92431002	+	0	CLLU1
12	92420094	92428148	-	0	CLLU1OS
12	92168400	92168877	+	0	RPL21P106
12	92140278	92145897	-	22906.23533	BTG1
12	91140484	91183123	-	0	DCN
12	91102629	91111831	-	41.51254042	LUM
12	91050491	91057983	-	0	KERA
12	90963679	91005026	-	0	EPYC
12	90918023	90948669	+	0	LINC00615
12	90905622	90955176	-	0	CCER1
12	89919437	89919776	-	0	BRWD1P2
12	89754059	89754152	+	0	RNU6-148P
12	89752913	89753831	+	0	MRPL2P1
12	89726936	89727042	+	1.65867019	RNA5SP365
12	89588049	89709300	-	5208.224398	ATP2B1
12	89519408	89524806	-	14.57092983	GALNT4
12	89519408	89526262	-	2.13092328	POC1B-GALNT4
12	89500093	89502670	+	0.71030776	CENPCP1
12	89419718	89526024	-	207.3337738	POC1B
12	89347232	89353271	-	3365.201913	DUSP6
12	89319364	89319649	+	0	MRPS6P4
12	89282223	89282285	-	0	RNU7-120P
12	88581639	88581796	+	0	RNU1-117P
12	88492793	88580851	-	51.67887684	KITLG
12	88142296	88199887	+	90.78782138	TMTC3
12	88051701	88051778	+	0	RNA5SP364
12	88049014	88142216	-	79.63630202	CEP290
12	88033846	88050160	+	63.53960268	C12orf29
12	87980035	88034037	-	0	C12orf50
12	87944885	87950819	+	0	RPS4XP15
12	87782163	87784568	-	0.71030776	MKRN9P
12	87750142	87750313	+	0	CYCSP30
12	87169985	87170429	-	0	RPL23AP68
12	85955666	86838904	-	0	MGAT4C
12	85874295	85882992	+	0	NTS
12	85800697	85836570	-	7.464015856	RASSF9
12	85280107	85301784	+	0	ALX1
12	85036314	85264457	+	0	LRRIQ1
12	85014311	85036277	-	0	TSPAN19
12	84859488	84913615	-	0	SLC6A15
12	83151331	83152190	+	0	RPL6P25
12	83021890	83021992	+	0	RNU6-977P
12	82686880	83134870	+	81.70903925	TMTC2
12	82358497	82479236	+	58.24523632	METTL25
12	82223681	82358805	-	508.4117998	CCDC59
12	81257975	81759553	-	0	PPFIA2
12	81158388	81158461	+	0	MIR4699
12	80936414	81261205	+	21.18382499	ACSS3
12	80935736	80935833	-	0	MIR618
12	80832533	80832629	-	0	MIR617
12	80792520	80937925	-	411.9785008	LIN7A
12	80763154	80770717	+	0	LINC01490
12	80716912	80719673	+	0	MYF5
12	80707498	80709474	+	0	MYF6
12	80561017	80561560	-	0	AKIRIN1P1
12	80402178	80680271	+	0	PTPRQ
12	80343515	80343792	-	0	RN7SKP261
12	80099537	80380879	+	0	OTOGL
12	80068691	80068757	-	0	RNU7-106P
12	80028893	80029631	+	0	RPL7P38
12	79989014	79989218	-	0	SNRPGP20
12	79878305	79878419	-	0	RNA5SP363
12	79773563	79935460	-	3377.306955	PPP1R12A
12	79574979	79691097	-	136.9667404	PAWR
12	79558782	79559166	+	0	NOP56P3
12	79419257	79419321	+	0	MIR1252
12	78863993	79452008	+	17.4851158	SYT1
12	77324641	78213008	+	10.19965088	NAV3
12	77021247	77065580	-	8.471947024	E2F7
12	76858715	76879060	-	13.11383685	CSRP2
12	76763588	76853696	+	676.2129875	ZDHHC17
12	76721534	76722286	+	0	RPL7P43
12	76619386	76620043	+	0	YWHAQP7
12	76351797	76559809	-	5532.004583	OSBPL8
12	76344474	76348442	-	80.26477688	BBS10
12	76315751	76316048	+	0	RN7SKP172
12	76139567	76139671	+	0	RNU6-1271P
12	76036587	76085033	-	1848.578841	NAP1L1
12	76025447	76033932	-	478.1491926	PHLDA1
12	75957833	75958130	-	0	RN7SL734P
12	75490861	75511636	-	237.561466	KRR1
12	75480680	75503853	+	2868.895156	GLIPR1
12	75391070	75432688	+	1.694389405	GLIPR1L2
12	75334639	75370560	+	0	GLIPR1L1
12	75275979	75390928	-	10.16633643	CAPS2
12	75257635	75258634	-	0	CCNG2P1
12	75040077	75209868	-	0	KCNC2
12	74537827	74545430	+	700.579355	ATXN7L3B
12	74292324	74293096	+	0	VENTXP3
12	73679188	73679296	-	0	RNU6-1012P
12	72610678	72611316	+	0	CHCHD3P2
12	72253508	72274907	-	0	TRHDE-AS1
12	72087266	72670757	+	0	TRHDE
12	71938846	72186618	+	1.65867019	TPH2
12	71839707	71927248	+	4793.596969	TBC1D15
12	71754874	71800285	+	3479.428643	RAB21
12	71686087	71705046	+	30.59895265	TMEM19
12	71663009	71680639	+	43.88078034	THAP2
12	71609472	71667725	-	1855.222608	ZFC3H1
12	71439770	71586310	+	2.541584107	LGR5
12	71125085	71441898	-	1.457092983	TSPAN8
12	70671918	70672856	+	0	FAHD2P1
12	70638073	70920843	-	1.694389405	PTPRR
12	70515866	70637440	-	3.026260713	PTPRB
12	70443784	70443923	-	0	RNU4-65P
12	70366276	70434292	+	49.93330176	KCNMB4
12	70321542	70324274	-	26.99169488	AC092881.1
12	70242994	70354993	+	1808.252392	CNOT2
12	69904033	70243360	-	49.01123544	LINC01481
12	69825304	69959097	+	5.68246208	MYRFL
12	69738681	69823204	+	170.9837303	RAB3IP
12	69643360	69699476	-	1.457092983	BEST3
12	69608564	69611162	-	0	LRRC10
12	69585334	69601570	+	626.4359675	CCT2
12	69584723	69584822	+	0	MIR3913-2
12	69470349	69579789	+	384.8114841	FRS2
12	69422656	69422995	+	0	RPS26P45
12	69400903	69401200	+	0	RN7SL804P
12	69359703	69390796	+	51.44643212	YEATS4
12	69348341	69354234	+	1347.81101	LYZ
12	69284397	69285485	+	1.457092983	C1GALT1P1
12	69239537	69274358	+	723.2763104	CPSF6
12	68957377	68957677	-	0	PRELID2P1
12	68911921	68911982	+	0	RNU7-4P
12	68842197	68971570	-	178.3070455	CPM
12	68808176	68850686	+	6075.972579	MDM2
12	68746106	68793964	+	1460.392755	SLC35E3
12	68705634	68707066	+	8.471947024	KRT8P39
12	68686734	68745809	+	273.8765945	NUP107
12	68684595	68686308	+	0	RPL7P42
12	68627234	68627375	-	0	SNORA70G
12	68610839	68671901	+	1639.595483	RAP1B
12	68272443	68332381	-	229.9958142	MDM1
12	68248242	68253604	-	0	IL22
12	68201351	68225821	-	0	IL26
12	68154768	68159747	-	1.513130356	IFNG
12	68035767	68036853	+	0	HNRNPA1P70
12	68001394	68001548	-	0	RPL39P28
12	67989445	68234686	+	0	IFNG-AS1
12	67929235	67970017	+	1.513130356	LINC01479
12	67648338	67665406	+	286.1206078	DYRK2
12	67424272	67424986	-	0	NTAN1P3
12	67351436	67352039	+	0	MRPL40P1
12	67269281	67319951	+	665.7773568	CAND1
12	67265842	67266966	-	0	GGTA2P
12	67131567	67132205	-	0	RAB11AP2
12	66563967	66569194	-	0	OSBPL9P4
12	66563524	66563694	+	0	OSBPL9P5
12	66347431	67069162	-	7.624752321	GRIP1
12	66302545	66347645	+	533.7326625	HELB
12	66292683	66292987	+	0	RN7SKP166
12	66275940	66276651	-	0	PDCL3P7
12	66251745	66257434	-	32.05604563	AC078889.1
12	66251082	66251157	+	0	MIR6502
12	66234079	66235234	-	826.0148348	RBMS1P1
12	66188879	66254622	+	38551.24337	IRAK3
12	66135846	66170072	-	0	TMBIM4
12	66116555	66130768	-	234.4015608	LLPH
12	66066221	66066338	+	0	RNA5SP362
12	66037235	66037714	+	0	RPL21P18
12	66023620	66023726	-	0	MIR6074
12	65824131	65966295	+	75.76883513	HMGA2
12	65758020	65826997	-	7.565651782	RPSAP52
12	65645992	65646462	-	0	PCNPP3
12	65418731	65420027	-	0	KRT18P60
12	65278643	65491430	+	75.29262256	MSRB3
12	65169571	65248327	+	814.0641317	LEMD3
12	65134688	65135273	+	0	APOOP3
12	65095749	65095855	+	0	RNU6-166P
12	65050626	65121566	-	0	WIF1
12	64939023	64939117	+	0	RNU6ATAC42P
12	64867956	64868699	-	1.513130356	RPL7P39
12	64780516	64881032	+	993.7374146	TBC1D30
12	64713445	64759447	-	16718.57731	GNS
12	64622509	64622605	+	0	MIR548C
12	64507001	64697567	+	9688.597847	RASSF3
12	64451880	64502108	+	2068.449197	TBK1
12	64404350	64451127	+	903.3388228	XPOT
12	64264762	64391192	-	0	C12orf56
12	64228560	64228675	-	0	RNU5A-7P
12	64204793	64204899	+	0	RNU6-1009P
12	64186316	64222296	-	36.93600352	C12orf66
12	63871739	63872044	-	0	RPL36AP41
12	63844293	64162221	+	88.10824905	SRGAP1
12	63822021	63823895	+	1.513130356	PABPC1P4
12	63558913	63668939	-	5.930362917	DPY19L2
12	63271404	63272336	+	0	HNRNPA1P69
12	63142759	63150942	-	0	AVPR1A
12	63055275	63055765	-	0	RSL24D1P5
12	63003553	63006902	+	0	LDHAL6CP
12	62965325	62965969	+	22.39204757	RPL14P1
12	62850738	62850901	-	0	RNU1-83P
12	62755227	62756233	+	0	GAPDHP44
12	62658823	62659225	+	0	RPL32P26
12	62643982	62935037	-	245.1271177	PPM1H
12	62603686	62603769	+	0	MIRLET7I
12	62601751	62603690	-	8.471947024	LINC01465
12	62545582	62545679	-	0	RNU6-399P
12	62466817	62600479	+	1765.55376	MON2
12	62334091	62334197	-	16.02802282	RNU6-595P
12	62260359	62260454	+	0	MIR6125
12	62260338	62417431	+	20512.27813	USP15
