chromosome	Start	End	strand	CFASN	GENE ID
11	2608328	2699994	-	6.354600414	KCNQ1OT1
11	2444684	2849110	+	9.622754522	KCNQ1
11	2404515	2423045	-	1.519382293	TRPM5
11	2400488	2403878	+	660.878443	TSSC4
11	2376177	2397419	+	2464.625748	CD81
11	2335135	2347685	-	0.572503077	RPL26P30
11	2301997	2318200	+	6.870036929	TSPAN32
11	2295645	2303049	-	21.88806809	C11orf21
11	2268495	2270952	-	1.412133425	ASCL2
11	1995176	2001470	-	43.04916497	H19
11	1947278	1984522	+	6.297533852	MRPL23
11	1919562	1938706	+	27.34888127	TNNT3
11	1888577	1891895	-	233.9848731	PRR33
11	1859464	1859536	-	1.012921529	MIR4298
11	1852970	1892267	+	4762.757028	LSP1
11	1838989	1841680	+	64.82697783	TNNI2
11	1828307	1837521	+	20.61011079	SYT8
11	1752752	1764573	-	15025.11401	CTSD
11	1732410	1750591	-	206.1714801	IFITM10
11	1662584	1663343	-	3.435018465	AP006285.2
11	1584342	1585283	-	1.412133425	KRTAP5-1
11	1571353	1599184	+	8.587546162	KRTAP5-AS1
11	1554044	1571920	-	61.25782929	DUSP8
11	1469457	1501247	-	389.0427587	MOB2
11	1389899	1462689	+	2.632316479	BRSK2
11	1309769	1310707	+	8.587546162	TOLLIP-AS1
11	1274371	1309654	-	1429.685847	TOLLIP
11	1223066	1262172	+	3.948474719	MUC5B
11	1157953	1201138	+	2.29001231	MUC5AC
11	1074875	1110511	+	0.572503077	MUC2
11	867860	915058	-	780.2037174	CHID1
11	842808	867116	+	414.4611603	TSPAN4
11	837356	842545	-	726.5193483	POLR2L
11	832843	839831	+	3654.313352	CD151
11	826144	831991	+	468.5523333	CRACR2B
11	818902	825573	+	1566.055969	PNPLA2
11	809647	812880	+	5378.816217	RPLP2
11	799179	809753	-	272.5417511	PIDD1
11	797511	799190	+	5.152527697	PANO1
11	790475	798333	-	653.8177759	SLC25A22
11	787104	790123	-	1.012921529	CEND1
11	779617	780755	+	31.06693536	AP006621.5
11	747329	765024	+	2975.963451	TALDO1
11	695428	705028	+	224.8685794	TMEM80
11	694438	727727	+	3369.350353	EPS8L2
11	637293	640706	+	4.942466988	DRD4
11	626431	627143	-	1.012921529	SCT
11	616565	626078	-	3.530333563	CDHR5
11	568089	568198	-	2.29001231	MIR210
11	565660	568457	-	169.7844129	MIR210HG
11	537527	554916	+	74.84307154	LRRC56
11	532242	537287	-	437.1520309	HRAS
11	448268	491399	+	471.1700327	PTDSS2
11	440399	440693	-	0.65807912	RN7SL838P
11	417933	442011	-	1485.942653	ANO9
11	405716	417455	-	306.8616495	SIGIRR
11	392614	404908	+	2320.879873	PKP3
11	369796	382116	+	114.9665935	B4GALNT4
11	319669	327537	-	7514.102891	IFITM3
11	313506	315272	+	689.1211115	IFITM1
11	307631	315272	+	9125.410051	IFITM2
11	298200	299526	-	34.92268772	IFITM5
11	278365	285359	+	931.8878063	NLRP6
11	236546	252984	+	1705.886448	PSMD13
11	215458	236931	-	272.4758912	SIRT3
11	207511	215113	+	1803.957197	RIC8A
11	196738	200261	+	0.706066713	ODF3
11	167784	207428	-	1028.78803	BET1L
11	127204	139612	-	31.90702815	LINC01001
12	133181409	133214831	+	337.7992966	ZNF268
12	133130575	133159465	+	80.28565262	ZNF10
12	133106817	133130473	-	122.855608	ZNF891
12	133079838	133107544	+	424.9205813	ZNF140
12	133037292	133063304	+	699.0060455	ZNF84
12	132995190	132995302	-	0.65807912	RNU4ATAC12P
12	132986365	133032952	+	369.2728907	ZNF26
12	132918308	132956306	-	258.6250941	ZNF605
12	132825701	132826184	+	9.884933977	RPS11P5
12	132822187	132956304	-	1419.750573	CHFR
12	132768909	132828858	-	3323.952868	GOLGA3
12	132725503	132761888	-	4756.065376	ANKLE2
12	132723945	132724057	-	0.993527343	RNA5SP379
12	132710819	132722734	+	1120.698843	PGAM5
12	132687606	132704991	+	9.160049239	PXMP2
12	132623753	132687365	-	752.8415468	POLE
12	132618776	132622386	+	0.65807912	P2RX2
12	132603150	132610543	-	1.987054686	LRCOL1
12	132489551	132585188	+	1158.219251	FBRSL1
12	132196372	132329349	-	8.555028557	GALNT9
12	132144448	132152473	+	303.8764586	NOC4L
12	132136594	132144335	-	691.0112145	DDX51
12	131949920	132081102	+	1633.923783	EP400
12	131929200	131945896	+	398.9276926	PUS1
12	131894651	131923167	+	2481.831303	ULK1
12	131828393	131851783	+	270.7939556	MMP17
12	131711081	131799737	+	1171.341296	SFSWAP
12	130953907	131141469	+	158.9643749	ADGRD1
12	130871879	130877678	+	4648.714438	RAN
12	130789600	130839266	-	271.9694304	STX2
12	129071725	129903666	-	7.596911465	TMEM132D
12	128853427	128984968	+	1335.030575	GLT1D1
12	128793191	128823983	-	1751.847784	SLC15A4
12	126729787	126772411	-	107.3221403	LINC00944
12	126726270	126746252	+	56.21714484	LINC00943
12	125065379	125143333	+	744.2874845	AACS
12	124993700	125031231	+	276.7781513	BRI3BP
12	124946825	124989122	-	881.1679414	DHX37
12	124915547	124915659	+	8.587546162	MIR5188
12	124911604	124917368	-	41284.91442	UBC
12	124776856	124882668	-	310.6133445	SCARB1
12	124324415	124567589	-	5804.257837	NCOR2
12	123971845	124015439	+	2784.990835	ZNF664
12	123925461	123934984	-	15.79389888	DNAH10OS
12	123918660	123972831	-	372.0971575	CCDC92
12	123762188	123936206	+	11.84542416	DNAH10
12	123712318	123761755	+	407.1944545	ATP6V0A2
12	123671113	123708403	+	182.8090311	TCTN2
12	123633739	123662606	+	327.0653225	GTF2H3
12	123620406	123633766	-	869.0596716	EIF2B1
12	123602077	123620941	+	525.3136342	DDX55
12	123584531	123598577	+	5055.067121	TMED2
12	123470054	123533718	-	69.54691401	RILPL1
12	123457641	123473154	+	229.001231	SNRNP35
12	123410683	123436717	-	1390.234798	RILPL2
12	123289109	123364843	-	1777.677283	SBNO1
12	123260971	123272334	-	518.6212731	CDK2AP1
12	123232916	123257959	+	502.0851989	C12orf65
12	123152320	123244014	-	238.0365592	MPHOSPH9
12	122983480	123150015	-	1492.033412	PITPNM2
12	122980060	122982913	+	3.038764586	ARL6IP4
12	122974580	122980043	+	29.65480193	OGFOD2
12	122920951	122981649	-	236.443771	ABCB9
12	122865328	122896444	-	1747.515114	VPS37B
12	122834453	122862960	+	3792.284313	HIP1R
12	122774327	122827528	+	9.178867264	CCDC62
12	122752774	122771064	+	1368.963446	DENR
12	122726076	122730843	-	2257.29528	HCAR1
12	122714756	122716892	-	376.3003479	HCAR3
12	122701293	122703343	-	1732.966815	HCAR2
12	122527246	122626396	+	271.2329647	KNTC1
12	122503458	122527000	-	2205.22313	RSRC2
12	122471600	122501073	-	485.6623904	ZCCHC8
12	122395542	122400857	+	0.993527343	CLIP1-AS1
12	122271432	122422632	-	3626.259072	CLIP1
12	122229564	122266521	-	279.1811834	VPS33A
12	122207663	122226568	-	106.3074257	DIABLO
12	122203543	122208952	+	68.87866395	B3GNT4
12	122167738	122203471	+	3.54522535	LRRC43
12	122078722	122147347	+	2462.532066	MLXIP
12	122063306	122068616	+	19.06380124	AC156455.1
12	122019422	122062044	+	171.1005711	BCL7A
12	121917862	122003927	+	489.6108651	WDR66
12	121888731	121918297	+	103.623057	PSMD9
12	121839527	121863596	-	13.74007386	HPD
12	121804180	121832584	+	1434.803345	SETD1B
12	121795267	121803906	-	106.4855724	LINC01089
12	121777754	121803403	-	175.8106114	RHOF
12	121712752	121783001	+	508.3680331	TMEM120B
12	121648742	121672631	-	7.060667126	MORN3
12	121626550	121642677	+	242.1808824	ORAI1
12	121429097	121581015	-	154.6485932	KDM2B
12	121400041	121430623	+	748.0425489	RNF34
12	121308245	121399896	-	1812.623075	ANAPC5
12	121237691	121298308	-	3791.851888	CAMKK2
12	121209857	121234106	+	985.8502994	P2RX4
12	121132819	121188032	+	8.609832993	P2RX7
12	121019111	121039242	-	735.6664545	OASL
12	121000486	121016502	-	246.3947811	C12orf43
12	120914400	120915123	+	1.012921529	CLIC1P1
12	120762510	120904371	-	980.6977717	SPPL3
12	120725735	120740008	+	21.18200138	ACADS
12	120710435	120723640	+	638.8380816	UNC119B
12	120686869	120701864	+	5392.97899	MLEC
12	120640552	120667324	+	0.506460764	CABP1
12	120578764	120581398	-	233.5812556	POP5
12	120533480	120577594	+	2853.399946	RNF10
12	120522664	120523443	-	1.717509232	RPL29P24
12	120503274	120534434	-	230.3276919	COQ5
12	120490328	120495940	-	149.0291015	NRAV
12	120469850	120498493	+	1244.795614	DYNLL1
12	120461668	120469793	-	1127.888122	SRSF9
12	120450437	120450803	-	1.012921529	RPL31P52
12	120446438	120463749	+	387.4756638	GATC
12	120443961	120446412	-	233.0087525	TRIAP1
12	120438090	120440742	+	674.5310978	COX6A1
12	120302316	120313249	+	8.472800551	SIRT4
12	120293097	120293237	-	0.572503077	RNU4-1
12	120282303	120282716	+	3.290395599	NME2P1
12	120210439	120265771	-	4617.909249	PXN
12	120201291	120213138	+	29.80582029	PXN-AS1
12	120196686	120201235	-	30873.94596	RPLP0
12	120127203	120194710	-	4849.101066	GCN1
12	120095095	120117502	-	1988.048213	RAB35
12	119685790	119877291	-	330.3342757	CIT
12	119667753	119681630	+	863.5195895	PRKAB1
12	119178642	119221131	+	30.79934763	HSPB8
12	118376380	118418031	+	1475.413387	SUDS3
12	118246084	118246962	+	772.3526656	RPS2P5
12	118149801	118372945	-	1415.528187	TAOK3
12	118135858	118145584	+	1400.873554	PEBP1
12	118063593	118136026	-	132.2739031	VSIG10
12	118032694	118062430	-	869.0596716	WSB2
12	118013588	118033130	+	151.0982765	RFC5
12	117453012	117968983	-	16.20674446	KSR2
12	117141988	117190531	-	1098.060903	FBXO21
12	117099481	117142091	+	0.572503077	TESC-AS1
12	117038923	117099479	-	1.519382293	TESC
12	116910956	117031148	+	259.3438941	FBXW8
12	116738178	116853631	+	11.18734504	RNFT2
12	116710185	116738070	-	3419.560882	C12orf49
12	116548105	116576448	+	26.32316479	MAP1LC3B2
12	116533422	116536518	+	31.48766926	LINC00173
12	115953872	116277719	-	3681.463296	MED13L
12	113816738	113966371	-	1081.694204	RBM19
12	113422237	113438276	+	105.343839	SDSL
12	113392445	113426301	-	12.50350328	SDS
12	113358566	113391625	+	1970.946964	PLBD2
12	113298759	113359493	-	1173.355792	SLC8B1
12	113221050	113298585	+	4940.348788	TPCN1
12	113195441	113221094	-	765.0160542	IQCD
12	113185526	113192368	+	658.7086284	RITA1
12	113157174	113185479	-	1960.229448	DDX54
12	113098819	113136239	-	181.4591451	RASAL1
12	113056709	113098028	+	12.66151911	DTX1
12	112978395	113011723	+	2473.061332	OAS2
12	112938352	112973249	+	13887.5252	OAS3
12	112906777	112933222	+	5777.3615	OAS1
12	112570380	112898881	+	1.974237359	RPH3A
12	112418351	112509913	+	4184.857406	PTPN11
12	112405190	112418838	-	14004.57028	RPL6
12	112301870	112302663	-	1.31615824	RPL7AP60
12	112160188	112382439	-	1856.62748	HECTD4
12	112125501	112153609	+	1878.760206	TRAFD1
12	112026689	112109022	-	1313.990152	NAA25
12	112013316	112023451	+	4385.380352	ERP29
12	111931282	112013185	-	107.2668965	TMEM116
12	111927018	111929017	+	2.980582029	ADAM1B
12	111841978	111902238	+	868.6644381	MAPKAPK5
12	111839764	111842902	-	160.9832105	MAPKAPK5-AS1
12	111766887	111817529	+	916.7042139	ALDH2
12	111686056	111757107	+	613.5719733	ACAD10
12	111669852	111670362	-	3.530333563	PCNPP1
12	111642146	111685986	-	566.7780467	BRAP
12	111443485	111599676	-	1002.912579	ATXN2
12	111405948	111451623	+	540.9000963	SH2B3
12	111034024	111350554	+	0.65807912	CUX2
12	110719680	110742939	-	2183.864342	PPP1CC
12	110627841	110704950	-	22.5941348	HVCN1
12	110614027	110649430	+	206.8775468	TCTN1
12	110533245	110583320	-	2053.698399	PPTC7
12	110501655	110532086	+	5.152527697	RAD9B
12	110491097	110502117	-	1049.164874	VPS29
12	110468364	110490385	+	40.6477185	FAM216A
12	110460988	110461362	+	2.82426685	RPL31P49
12	110452484	110469268	-	451.8826961	GPN3
12	110434825	110450422	-	3993.781468	ARPC3
12	110429959	110430282	-	1.145006155	HMGA1P3
12	110372900	110403730	-	886.4325744	ANAPC7
12	110280756	110351093	+	20160.91191	ATP2A2
12	110124335	110218797	+	192.7443046	IFT81
12	110027028	110073686	-	250.0700655	C12orf76
12	109999186	110039763	+	3393.22574	ANKRD13A
12	109929792	109996389	-	526.1303282	GIT2
12	109900264	109983841	+	452.8499343	TCHP
12	109866214	109866509	-	0.706066713	RN7SL441P
12	109850943	109880488	-	1724.763468	GLTP
12	109783085	109833401	-	1.519382293	TRPV4
12	109734166	109773508	-	24.71233494	FAM222A-AS1
12	109714228	109770507	+	182.1652119	FAM222A
12	109573255	109598117	+	1702.624152	MVK
12	109553737	109573874	-	996.2601315	MMAB
12	109477402	109536705	+	1470.806833	UBE3B
12	109448656	109477544	-	2885.694654	KCTD10
12	109347903	109455523	+	6.354600414	MYO1H
12	109116595	109268226	+	127.0956832	ACACB
12	109097574	109110992	+	523.9015008	UNG
12	109088188	109093631	-	177.2227449	ALKBH2
12	109052350	109053952	-	0.572503077	USP30-AS1
12	109023089	109088026	+	369.2728907	USP30
12	108858932	108901043	+	0.706066713	DAO
12	108778192	108857590	-	3781.382827	SSH1
12	108645109	108731596	-	5275.730477	CORO1C
12	108622277	108633959	-	1110.668456	SELPLG
12	108589846	108598320	-	2.29001231	TMEM119
12	108562582	108569384	+	1810.597232	ISCU
12	108522580	108561400	-	1671.708986	SART3
12	108515185	108525837	+	1842.314903	FICD
12	108434130	108492585	-	1.31615824	LINC01498
12	108288044	108339341	-	2.118200138	CMKLR1
12	107732866	107761272	-	891.9597947	PRDM4
12	107685732	107713167	+	822.998742	PWP1
12	107318413	107659642	+	11.92232812	BTBD11
12	106991364	107093829	-	342.9293434	CRY1
12	106977291	106987166	-	62.59222261	MTERF2
12	106955719	106978778	+	565.3170582	TMEM263
12	106774595	106889316	+	168.6514345	RIC8B
12	106357658	106510198	+	321.8006896	POLR3B
12	106301929	106347015	+	465.445002	TCP11L2
12	106237877	106304279	-	5032.874554	CKAP4
12	106063340	106140033	-	276.2006014	NUAK1
12	106015897	106017006	+	0.506460764	ST13P3
12	105235290	105396097	+	4.236400276	C12orf75
12	105173296	105236238	-	776.9383823	APPL2
12	105019784	105084577	-	4.558146879	ALDH1L2
12	104986310	105074197	+	169.456011	C12orf45
12	104802553	104958744	-	770.9772182	SLC41A2
12	104455295	104762014	+	587.4944866	CHST11
12	104303739	104305205	+	13.81966152	EID3
12	104265309	104265836	+	62.83993742	RPL18AP3
12	104215779	104350305	+	15526.71875	TXNRD1
12	104117077	104138289	-	262.5735688	NFYB
12	104064457	104106524	+	272.5417511	HCFC2
12	103988984	104064183	-	1.987054686	GLT8D2
12	103965804	103988874	+	483.7651004	TDG
12	103950202	103965708	-	74.84307154	C12orf73
12	103930107	103953645	+	24274.56449	HSP90B1
12	103843749	103930211	-	14.68736217	TTC41P
12	103770453	103841197	-	495.215162	NT5DC3
12	103587273	103766727	+	7.596911465	STAB2
12	103237591	103496010	-	8.472800551	C12orf42
12	102395874	102481744	-	0.993527343	IGF1
12	102197585	102402596	+	2.980582029	HELLPAR
12	102120185	102197520	+	24.81657745	PARPBP
12	102073103	102120124	-	247.3883084	NUP37
12	101877351	102012130	+	1725.756995	DRAM1
12	101873316	101873623	-	0.572503077	HSPE1P4
12	101745497	101830938	-	1121.69237	GNPTAB
12	101728648	101739472	-	4.051686115	SYCP3
12	101696947	101744140	+	299.4191095	CHPT1
12	101568353	101686018	+	4.942466988	MYBPC1
12	101393120	101407820	-	1565.349902	ARL1
12	101280109	101386616	+	852.3734663	UTP20
12	100717526	101128641	+	0.706066713	ANO4
12	100573683	100628286	+	73.85289699	GAS2L3
12	100357079	100422059	+	0.506460764	SLC17A8
12	100267140	100341724	+	1614.774572	SCYL2
12	100203669	100267079	-	6.077529172	DEPDC4
12	100199122	100241865	+	409.9122035	ACTR6
12	100156357	100173659	-	82.60980538	GOLGA2P5
12	100028455	100142848	-	483.1925974	UHRF1BP1L
12	100009052	100009838	-	2.29001231	RPS4XP1
12	98726457	99984654	-	6.870036929	ANKS1B
12	98645141	98735433	+	607.4070276	APAF1
12	98613405	98645113	-	285.1065326	IKBIP
12	98599635	98599883	+	0.572503077	SNORA53
12	98593591	98606379	+	4763.225604	SLC25A3
12	98515512	98550379	+	740.1778706	TMPO
12	98512973	98516422	-	7.238870318	TMPO-AS1
12	98453835	98457145	-	3.290395599	SLC9A7P1
12	97721716	97721822	+	0.706066713	RNU6-36P
12	96907223	96953777	+	476.8931247	NEDD1
12	96489571	96875555	+	9.871186797	CFAP54
12	96278261	96400560	-	602.2749059	CDK17
12	96194382	96269835	+	1706.563244	ELK3
12	96000828	96043520	-	5797.232047	LTA4H
12	95972662	95996365	-	771.7309169	HAL
12	95943293	95968716	+	5.648533701	AMDHD1
12	95858928	95903828	+	504.7118903	SNRPF
12	95657807	95791152	-	933.814271	NTN4
12	95551582	95673999	+	1.987054686	PGAM1P5
12	95516560	95551490	-	1.145006155	USP44
12	95473520	95515839	+	1418.488026	METAP2
12	95309923	95309984	+	3.54522535	MIR3685
12	95308420	95308513	+	5.064607643	MIR331
12	95290692	95290799	+	0.506460764	RNU6-808P
12	95286318	95286838	-	0.65807912	CBX3P5
12	95217746	95302790	+	1694.957647	VEZT
12	95076749	95217482	-	1314.696219	FGD6
12	95020229	95073703	-	154.9769939	NR2C1
12	94897055	95003770	-	822.6406401	NDUFA12
12	94567124	94650562	-	1185.48601	TMCC3
12	94548241	94549536	+	5.152527697	SUCLG2P2
12	94423744	94424969	-	5.725030774	RBMS2P1
12	94306449	94459988	-	183.8452574	CEP83
12	94148723	94307675	+	2040.530419	PLXNC1
12	93677375	93894840	+	71.07254494	CRADD
12	93569814	93583487	+	61.25782929	SOCS2
12	93542463	93571768	-	2.632316479	SOCS2-AS1
12	93467488	93516213	+	498.4830991	MRPL42
12	93405673	93442262	-	1028.215527	UBE2N
12	93377883	93408146	+	383.6601268	NUDT4
12	93083598	93083675	-	54.38779236	RPL41P5
12	92770637	92929331	-	633.8704449	EEA1
12	92420094	92428148	-	0.706066713	CLLU1OS
12	92140278	92145897	-	2836.976051	BTG1
12	91140484	91183123	-	10.59100069	DCN
12	91102629	91111831	-	371.5792263	LUM
12	89588049	89709300	-	1863.775613	ATP2B1
12	89519408	89524806	-	34.35018465	GALNT4
12	89519408	89526262	-	1.717509232	POC1B-GALNT4
12	89419718	89526024	-	376.3335578	POC1B
12	89347232	89353271	-	6120.057898	DUSP6
12	88492793	88580851	-	1017.371999	KITLG
12	88142296	88199887	+	474.0325481	TMTC3
12	88049014	88142216	-	324.0367418	CEP290
12	88033846	88050160	+	351.4837704	C12orf29
12	87980035	88034037	-	1.519382293	C12orf50
12	85955666	86838904	-	8.587546162	MGAT4C
12	85800697	85836570	-	182.8090311	RASSF9
12	85014311	85036277	-	0.572503077	TSPAN19
12	82686880	83134870	+	1005.438999	TMTC2
12	82358497	82479236	+	41.79272465	METTL25
12	82223681	82358805	-	419.0722527	CCDC59
12	81257975	81759553	-	1.987054686	PPFIA2
12	80936414	81261205	+	0.706066713	ACSS3
12	80792520	80937925	-	40.24580262	LIN7A
12	80099537	80380879	+	0.65807912	OTOGL
12	80028893	80029631	+	1.012921529	RPL7P38
12	79773563	79935460	-	1709.387511	PPP1R12A
12	79574979	79691097	-	842.5111869	PAWR
12	79558782	79559166	+	1.412133425	NOP56P3
12	78863993	79452008	+	109.4403405	SYT1
12	77324641	78213008	+	17.65166782	NAV3
12	77021247	77065580	-	25.32303822	E2F7
12	76858715	76879060	-	34.77345701	CSRP2
12	76763588	76853696	+	408.1946942	ZDHHC17
12	76351797	76559809	-	1716.448178	OSBPL8
12	76344474	76348442	-	225.941348	BBS10
12	76036587	76085033	-	6430.108964	NAP1L1
12	76025447	76033932	-	1017.337969	PHLDA1
12	75490861	75511636	-	602.0775699	KRR1
12	75480680	75503853	+	298.6662194	GLIPR1
12	75391070	75432688	+	2.980582029	GLIPR1L2
12	75334639	75370560	+	1.717509232	GLIPR1L1
12	75275979	75390928	-	12.91585546	CAPS2
12	74537827	74545430	+	1663.164772	ATXN7L3B
12	71938846	72186618	+	1.974237359	TPH2
12	71839707	71927248	+	1189.148969	TBC1D15
12	71754874	71800285	+	989.1178727	RAB21
12	71686087	71705046	+	201.6860506	TMEM19
12	71663009	71680639	+	51.66342184	THAP2
12	71609472	71667725	-	878.2197208	ZFC3H1
12	71439770	71586310	+	1.145006155	LGR5
12	71125085	71441898	-	11.92232812	TSPAN8
12	70638073	70920843	-	12.91585546	PTPRR
12	70515866	70637440	-	14.68736217	PTPRB
12	70366276	70434292	+	442.8872476	KCNMB4
12	70321542	70324274	-	9.178867264	AC092881.1
12	70242994	70354993	+	1508.864565	CNOT2
12	69904033	70243360	-	20.40045271	LINC01481
12	69825304	69959097	+	11.18734504	MYRFL
12	69738681	69823204	+	499.2226835	RAB3IP
12	69643360	69699476	-	1.987054686	BEST3
12	69585334	69601570	+	2647.750369	CCT2
12	69470349	69579789	+	586.2431513	FRS2
12	69359703	69390796	+	153.9967382	YEATS4
12	69348341	69354234	+	189.4163259	LYZ
12	69284397	69285485	+	0.572503077	C1GALT1P1
12	69239537	69274358	+	822.6406401	CPSF6
12	68957377	68957677	-	0.572503077	PRELID2P1
12	68842197	68971570	-	230.4983436	CPM
12	68808176	68850686	+	1186.898144	MDM2
12	68746106	68793964	+	302.2816249	SLC35E3
12	68705634	68707066	+	3.974109372	KRT8P39
12	68686734	68745809	+	583.9171713	NUP107
12	68610839	68671901	+	1253.209237	RAP1B
12	68272443	68332381	-	152.5104099	MDM1
12	67929235	67970017	+	0.993527343	LINC01479
12	67648338	67665406	+	558.4987697	DYRK2
12	67269281	67319951	+	2668.614443	CAND1
12	67265842	67266966	-	1.412133425	GGTA2P
12	66347431	67069162	-	1.31615824	GRIP1
12	66302545	66347645	+	194.168346	HELB
12	66251745	66257434	-	2.632316479	AC078889.1
12	66234079	66235234	-	111.8734504	RBMS1P1
12	66188879	66254622	+	3349.731495	IRAK3
12	66116555	66130768	-	239.5407996	LLPH
12	65824131	65966295	+	309.2572201	HMGA2
12	65758020	65826997	-	17.7475954	RPSAP52
12	65645992	65646462	-	1.974237359	PCNPP3
12	65278643	65491430	+	8.472800551	MSRB3
12	65169571	65248327	+	780.8941976	LEMD3
12	64780516	64881032	+	298.1098413	TBC1D30
12	64713445	64759447	-	6803.88002	GNS
12	64507001	64697567	+	3008.883401	RASSF3
12	64451880	64502108	+	1248.629212	TBK1
12	64404350	64451127	+	3644.716371	XPOT
12	64186316	64222296	-	178.0484571	C12orf66
12	63844293	64162221	+	451.8826961	SRGAP1
12	63822021	63823895	+	2.025843057	PABPC1P4
12	62965325	62965969	+	39.53973591	RPL14P1
12	62643982	62935037	-	17.65166782	PPM1H
12	62603686	62603769	+	0.706066713	MIRLET7I
12	62601751	62603690	-	8.015043084	LINC01465
12	62466817	62600479	+	1013.911799	MON2
12	62334091	62334197	-	1.519382293	RNU6-595P
12	62260338	62417431	+	2665.40184	USP15
12	62234390	62235515	-	1.012921529	KLF17P1
12	62021570	62022174	-	1.717509232	RPS3P6
12	61708259	62279150	-	23.47262618	FAM19A2
12	59596067	59789855	+	463.1549897	SLC16A7
12	58872149	58920522	-	627.9092808	LRIG3
12	57819927	57846739	-	5852.154132	CTDSP2
12	57797376	57818704	-	166.9125936	AVIL
12	57782589	57808071	+	353.0333563	TSFM
12	57768471	57772793	-	278.8963515	METTL1
12	57762334	57768986	-	134.5382232	CYP27B1
12	57747727	57756013	-	698.4537545	CDK4
12	57738013	57750211	+	633.0721132	TSPAN31
12	57726271	57728356	+	6.354600414	AGAP2-AS1
12	57723761	57742157	-	154.6286101	AGAP2
12	57693955	57721557	+	6477.299818	OS9
12	57610180	57619379	+	4.606553839	ARHGEF25
12	57604622	57609804	+	191.9486297	DTX3
12	57591174	57603418	+	3163.178873	PIP4K2C
12	57549998	57586632	+	24.71233494	KIF5A
12	57530102	57547331	-	2391.345354	DCTN2
12	57520710	57530148	+	4029.908302	MBD6
12	57519163	57519259	-	26.83053508	MIR616
12	57516588	57521737	-	2306.042396	DDIT3
12	57475445	57517569	+	4024.153818	MARS
12	57472255	57488814	-	1365.418221	ARHGAP9
12	57460135	57472262	+	38.83366919	GLI1
12	57452323	57459280	+	20.61011079	INHBE
12	57253762	57431005	-	373.509291	R3HDM2
12	57243453	57251193	-	12.00313411	STAC3
12	57234903	57240715	-	6.580791198	NDUFA4L2
12	57229327	57234935	+	982.844864	SHMT2
12	57128493	57213351	+	276.2006014	LRP1
12	57095408	57132139	-	8904.086697	STAT6
12	57088894	57095476	+	918.2949362	NAB2
12	57055643	57088063	-	804.9160524	NEMP1
12	57028517	57051198	-	2.862515387	MYO1A
12	56998834	57006446	-	223.8487033	ZBTB39
12	56994446	56998441	+	0.706066713	GPR182
12	56951431	56959374	-	22.85112889	RDH16
12	56923154	56934405	-	0.572503077	SDR9C7
12	56752161	56787790	+	172.8737577	HSD17B6
12	56731596	56752373	-	35.53627247	PRIM1
12	56712428	56731628	-	9084.478833	NACA
12	56670450	56670746	-	1.519382293	RN7SL809P
12	56663341	56688408	-	3985.766425	PTGES3
12	56645027	56645101	-	0.65807912	SNORD59A
12	56595596	56636816	-	6513.940015	BAZ2A
12	56588518	56588621	+	0.65807912	RNU6-343P
12	56521929	56596196	+	1137.473474	RBMS2
12	56470944	56488414	-	0.706066713	GLS2
12	56468567	56479707	+	224.5371795	SPRYD4
12	56449502	56469166	-	0.706066713	MIP
12	56416373	56449403	-	455.1399466	TIMELESS
12	56352387	56352450	-	9.935273431	RNU7-40P
12	56341597	56360155	-	6365.089215	STAT2
12	56334174	56340410	+	591.395679	IL23A
12	56316223	56334053	-	558.7630036	PAN2
12	56309842	56316336	-	40.6477185	CNPY2
12	56271699	56300392	-	3722.383709	CS
12	56266858	56270966	+	61.83033236	COQ10A
12	56237807	56258391	-	2160.054111	ANKRD52
12	56230049	56237846	+	1.145006155	SLC39A5
12	56222015	56229854	+	459.3392256	NABP2
12	56202175	56221933	-	989.8578209	RNF41
12	56162983	56189567	-	2001.470759	SMARCC2
12	56158161	56163496	+	7552.794862	MYL6
12	56152256	56159647	+	306.8616495	MYL6B
12	56118250	56144671	+	2159.481608	ESYT1
12	56118159	56127514	+	105.8502997	ZC3H10
12	56116586	56117943	+	20.25843057	RPL41
12	56104319	56113907	+	1465.607878	PA2G4
12	56076799	56103505	+	4480.151921	ERBB3
12	56041351	56044697	+	3432.896357	RPS26
12	56007659	56038435	+	206.1011079	IKZF4
12	55997180	56006641	+	439.1734952	SUOX
12	55973913	55996683	+	6950.520719	RAB5B
12	55966769	55972784	+	218.8806809	CDK2
12	55954105	55973317	-	25.19013541	PMEL
12	55927319	55954027	+	742.7821817	DGKA
12	55835433	55842966	-	55.07320358	MMP19
12	55829608	55836246	+	92.13107677	TMEM198B
12	55820960	55830824	-	379.3391125	DNAJC14
12	55817919	55821879	+	409.3332653	ORMDL2
12	55752463	55817756	-	1.012921529	SARNP
12	55743280	55757278	+	162.3953439	GDF11
12	55725323	55729707	-	13322.71912	CD63
12	55720367	55724705	+	20.76489134	RDH5
12	55716037	55720087	+	117.2070743	BLOC1S1
12	55684568	55716043	-	119.0182796	ITGA7
12	55681546	55684611	+	360.6273576	METTL7B
12	55646195	55646663	-	1.412133425	OR10AE3P
12	55411727	55414787	-	22.85112889	PHC1P1
12	54948018	54984746	-	44.48220289	TESPA1
12	54830519	54858393	+	5.264632958	MUCL1
12	54549350	54579239	+	14.31257694	PDE1B
12	54497711	54548238	+	223.1170812	NCKAP1L
