chromosome,Start,End,strand,Blood,CFASN,LTB4,GENE ID
12,110468364,110490385,+,59.79370692,40.6477185,24.77058072,FAM216A
12,110460988,110461362,+,0,2.82426685,0,RPL31P49
12,110452484,110469268,-,110.1269241,451.8826961,97.62522988,GPN3
12,110434825,110450422,-,10971.62566,3993.781468,7409.220245,ARPC3
12,110429959,110430282,-,0,1.145006155,0,HMGA1P3
12,110372900,110403730,-,557.0334431,886.4325744,506.7237431,ANAPC7
12,110360452,110360746,-,0,0,0,RN7SL769P
12,110280756,110351093,+,1028.94381,20160.91191,2502.717609,ATP2A2
12,110124335,110218797,+,27.08884168,192.7443046,52.4553474,IFT81
12,110027028,110073686,-,221.6505075,250.0700655,255.0056054,C12orf76
12,109999186,110039763,+,11895.2024,3393.22574,4382.935694,ANKRD13A
12,109929792,109996389,-,3163.240102,526.1303282,1752.845839,GIT2
12,109900264,109983841,+,735.6688703,452.8499343,429.025887,TCHP
12,109866214,109866509,-,0,0.706066713,0,RN7SL441P
12,109850943,109880488,-,813.1471091,1724.763468,1201.84073,GLTP
12,109833348,109833436,+,0,0,0,MIR4497
12,109783085,109833401,-,0,1.519382293,4.26184656,TRPV4
12,109734166,109773508,-,0,24.71233494,13.11383685,FAM222A-AS1
12,109714228,109770507,+,3.698859443,182.1652119,36.42732458,FAM222A
12,109662863,109663183,-,0,0,0,RN7SKP250
12,109573255,109598117,+,49.36752649,1702.624152,275.3905738,MVK
12,109567975,109568115,-,0,0,0,RNU4-32P
12,109553737,109573874,-,51.32176897,996.2601315,143.1759047,MMAB
12,109477402,109536705,+,1549.757388,1470.806833,1570.62931,UBE3B
12,109448656,109477544,-,607.7696153,2885.694654,1257.411326,KCTD10
12,109354083,109359488,-,0,0,0,LINC01486
12,109347903,109455523,+,6.939295738,6.354600414,8.52369312,MYO1H
12,109277979,109309220,-,0.853830362,0,0.71030776,FOXN4
12,109116595,109268226,+,582.877349,127.0956832,2279.377602,ACACB
12,109097574,109110992,+,45.4465007,523.9015008,102.510559,UNG
12,109088188,109093631,-,30.43375723,177.2227449,56.82662635,ALKBH2
12,109059986,109060100,+,0,0,0,RNA5SP372
12,109052350,109053952,-,12.17093075,0.572503077,1.457092983,USP30-AS1
12,109023089,109088026,+,231.3512063,369.2728907,163.5085776,USP30
12,108926435,108926541,-,0,0,0,RNU6-361P
12,108907741,109021240,-,0,0,0,SVOP
12,108858932,108901043,+,0,0.706066713,0,DAO
12,108836908,108837006,-,0,0,0,MIR619
12,108778192,108857590,-,3277.84851,3781.382827,3156.389923,SSH1
12,108668448,108668508,+,0,0,0,RNU7-169P
12,108645109,108731596,-,5780.985278,5275.730477,7505.482611,CORO1C
12,108622277,108633959,-,27933.36268,1110.668456,21802.48231,SELPLG
12,108589846,108598320,-,91.15081319,2.29001231,178.7580822,TMEM119
12,108562582,108569384,+,2208.323361,1810.597232,1724.627241,ISCU
12,108522580,108561400,-,751.7687259,1671.708986,1346.840195,SART3
12,108515185,108525837,+,55.87121289,1842.314903,216.377641,FICD
12,108434130,108492585,-,0,1.31615824,0.829335095,LINC01498
12,108288044,108339341,-,100.1495266,2.118200138,35.515388,CMKLR1
12,108129471,108250537,+,0,0,0,WSCD2
12,107774385,107776644,+,0,0,0,ASCL4
12,107732866,107761272,-,756.999914,891.9597947,685.8601237,PRDM4
12,107685732,107713167,+,220.3346133,822.998742,268.5607207,PWP1
12,107486511,107486635,-,0,0,0,RNA5SP371
12,107318413,107659642,+,281.1293995,11.92232812,140.9869662,BTBD11
12,107271394,107271846,+,0,0,0,SETP7
12,106991364,107093829,-,165.3113066,342.9293434,860.8930051,CRY1
12,106977291,106987166,-,263.3375146,62.59222261,56.8246208,MTERF2
12,106955719,106978778,+,51.21373984,565.3170582,122.5635589,TMEM263
12,106910757,106911109,+,0,0,0,RPL30P12
12,106901283,106901984,-,0,0,0,EEF1B2P4
12,106774595,106889316,+,93.61207081,168.6514345,66.34680761,RIC8B
12,106582907,106762803,+,0,0,0,RFX4
12,106357658,106510198,+,78.5876916,321.8006896,90.91939328,POLR3B
12,106301929,106347015,+,3835.536629,465.445002,1593.573235,TCP11L2
12,106282927,106282989,-,0,0,0,RNU7-94P
12,106237877,106304279,-,4271.093783,5032.874554,2079.143084,CKAP4
12,106063340,106140033,-,7.255949888,276.2006014,48.08406845,NUAK1
12,106015897,106017006,+,0,0.506460764,0,ST13P3
12,105704203,105744062,+,0,0,0,CASC18
12,105235290,105396097,+,75.96195484,4.236400276,36.42732458,C12orf75
12,105173296,105236238,-,2298.06129,776.9383823,2550.004858,APPL2
12,105019784,105084577,-,1.99119872,4.558146879,2.84123104,ALDH1L2
12,104986310,105074197,+,21.3393263,169.456011,40.85451962,C12orf45
12,104976749,104978027,-,0,0,0,KRT18P20
12,104802553,104958744,-,11.17470122,770.9772182,96.84034281,SLC41A2
12,104591633,104591716,+,0,0,0,MIR3922
12,104455295,104762014,+,6845.16362,587.4944866,7588.540257,CHST11
12,104303739,104305205,+,33.72851995,13.81966152,27.95742518,EID3
12,104265309,104265836,+,22.2047202,62.83993742,19.90404228,RPL18AP3
12,104215779,104350305,+,4150.091099,15526.71875,15645.99176,TXNRD1
12,104125236,104125356,+,0,0,0,RNA5SP370
12,104117077,104138289,-,287.8887492,262.5735688,195.2504598,NFYB
12,104064457,104106524,+,107.5504618,272.5417511,93.05031656,HCFC2
12,103988984,104064183,-,2.88231882,1.987054686,2.84123104,GLT8D2
12,103965804,103988874,+,321.9839403,483.7651004,503.4064028,TDG
12,103950202,103965708,-,17.35692886,74.84307154,27.68476668,C12orf73
12,103930425,103930555,+,0,0,0,MIR3652
12,103930107,103953645,+,2750.730183,24274.56449,7023.244083,HSP90B1
12,103843749,103930211,-,5.507962524,14.68736217,14.09869662,TTC41P
12,103770453,103841197,-,88.98833074,495.215162,776.6305601,NT5DC3
12,103587273,103766727,+,5.986638728,7.596911465,22.39204757,STAB2
12,103237591,103496010,-,19.10716976,8.472800551,4.37127895,C12orf42
12,102957686,102960516,+,0,0,0,ASCL1
12,102836885,102958410,-,0,0,0,PAH
12,102809280,102824399,-,0,0,0,LINC00485
12,102395874,102481744,-,0,0.993527343,0,IGF1
12,102217318,102217613,-,0,0,0,RN7SL793P
12,102197585,102402596,+,2.031763857,2.980582029,4.97215432,HELLPAR
12,102196459,102197845,-,0,0,0,PMCH
12,102120185,102197520,+,4.920633475,24.81657745,16.09669935,PARPBP
12,102073103,102120124,-,56.89599571,247.3883084,80.19590889,NUP37
12,101963901,101964340,+,0,0,0,NENFP2
12,101877351,102012130,+,416.6470253,1725.756995,467.5572801,DRAM1
12,101873316,101873623,-,0,0.572503077,0,HSPE1P4
12,101871742,101871801,-,0,0,0,RNU6-1183P
12,101836820,101836927,+,0,0,0,RNA5SP369
12,101796410,101796502,-,0,0,0,RNU6-172P
12,101779814,101779929,+,0,0,0,RNA5SP368
12,101765406,101765509,-,0.42855288,0,0,RNU6-101P
12,101745497,101830938,-,783.1507125,1121.69237,596.1733604,GNPTAB
12,101728648,101739472,-,8.55560831,4.051686115,7.81338536,SYCP3
12,101719808,101719918,+,3.27685736,0,0,RNY1P16
12,101696947,101744140,+,623.6387212,299.4191095,273.8765945,CHPT1
12,101568353,101686018,+,0,4.942466988,0.71030776,MYBPC1
12,101475421,101486997,+,0,0,0,SPIC
12,101472339,101472456,+,0,0,0,RNA5SP367
12,101466705,101466820,+,0,0,0,RNU5E-5P
12,101424441,101424691,+,0,0,0,RPS27P23
12,101411357,101411459,+,0,0,0,RNU6-1068P
12,101393120,101407820,-,103.139541,1565.349902,293.5472891,ARL1
12,101280109,101386616,+,94.18557955,852.3734663,198.2200767,UTP20
12,101199271,101199377,-,0,0,0,RNU6-768P
12,101155493,101210407,-,0,0,0,SLC5A8
12,100717526,101128641,+,0,0.706066713,0,ANO4
12,100573683,100628286,+,0,73.85289699,71.11712675,GAS2L3
12,100473708,100564413,+,0,0,0,NR1H4
12,100357079,100422059,+,0,0.506460764,0,SLC17A8
12,100267140,100341724,+,1699.178253,1614.774572,1738.123089,SCYL2
12,100203669,100267079,-,0.42855288,6.077529172,2.914185967,DEPDC4
12,100199122,100241865,+,109.9669676,409.9122035,105.9191249,ACTR6
12,100189884,100189949,+,0,0,0,MIR1827
12,100158502,100158765,-,0,0,0,RN7SL176P
12,100156357,100173659,-,223.0691424,82.60980538,84.73529996,GOLGA2P5
12,100028455,100142848,-,2983.390725,483.1925974,2156.110518,UHRF1BP1L
12,100009052,100009838,-,14.80967605,2.29001231,4.146675476,RPS4XP1
12,99647753,99650046,+,0,0,0,FAM71C
12,99083783,99083905,-,0,0,0,RNA5SP366
12,98726457,99984654,-,26.63493123,6.870036929,2.84123104,ANKS1B
12,98645141,98735433,+,6152.213691,607.4070276,2283.639448,APAF1
12,98613405,98645113,-,1406.299314,285.1065326,391.9580125,IKBIP
12,98599635,98599883,+,3.705410241,0.572503077,0.847194702,SNORA53
12,98593591,98606379,+,3101.470737,4763.225604,4271.566996,SLC25A3
12,98515512,98550379,+,390.0975514,740.1778706,331.0034162,TMPO
12,98512973,98516422,-,3.736149182,7.238870318,6.634680761,TMPO-AS1
12,98453835,98457145,-,13.70917946,3.290395599,3.388778809,SLC9A7P1
12,98417896,98418038,-,0,0,0,RNU4-41P
12,97995383,97995448,-,0,0,0,MIR4303
12,97939056,97939121,-,0,0,0,MIR4495
12,97721716,97721822,+,3.469647869,0.706066713,1.513130356,RNU6-36P
12,97563812,97563911,+,0,0,0,MIR135A2
12,97491909,97491978,+,0,0,0,MIR1251
12,97430884,97598415,+,0,0,0,RMST
12,96907223,96953777,+,240.2061589,476.8931247,174.851158,NEDD1
12,96900697,96902698,-,0,0,0,EEF1A1P33
12,96489571,96875555,+,52.31121935,9.871186797,54.73611628,CFAP54
12,96427200,96427486,-,0,0,0,RN7SKP11
12,96303375,96303513,-,0,0,0,RNU4-24P
12,96278261,96400560,-,1038.035584,602.2749059,1173.364663,CDK17
12,96194382,96269835,+,371.7274053,1706.563244,521.8719367,ELK3
12,96101951,96102249,-,0,0,0,RN7SL88P
12,96060024,96060375,-,0,0,0,YPEL5P3
12,96000828,96043520,-,4499.780982,5797.232047,4265.270394,LTA4H
12,95972662,95996365,-,8794.041543,771.7309169,11279.78663,HAL
12,95943293,95968716,+,13.04768891,5.648533701,22.87425696,AMDHD1
12,95867048,95942974,-,0,0,0,CCDC38
12,95858928,95903828,+,72.41129714,504.7118903,170.479879,SNRPF
12,95792529,95792635,-,0,0,0,RNU6-247P
12,95657807,95791152,-,7.272326882,933.814271,125.5898196,NTN4
12,95551582,95673999,+,0.42855288,1.987054686,1.513130356,PGAM1P5
12,95516560,95551490,-,10.67544492,1.145006155,4.26184656,USP44
12,95473520,95515839,+,142.5478576,1418.488026,355.821775,METAP2
12,95438737,95438843,-,0,0,0,RNU6-735P
12,95309923,95309984,+,0,3.54522535,1.513130356,MIR3685
12,95308420,95308513,+,3.557090445,5.064607643,2.13092328,MIR331
12,95290692,95290799,+,0,0.506460764,0,RNU6-808P
12,95286318,95286838,-,0,0.65807912,0,CBX3P5
12,95217746,95302790,+,127.6138672,1694.957647,330.7601072,VEZT
12,95076749,95217482,-,25.56571523,1314.696219,184.6884451,FGD6
12,95020229,95073703,-,176.5464375,154.9769939,96.58019607,NR2C1
12,94897055,95003770,-,155.071775,822.6406401,316.2442445,NDUFA12
12,94834398,94834513,+,0,0,0,MIR492
12,94834147,94835158,+,0,0,0,KRT19P2
12,94590821,94591093,+,1.444434809,0,3.317340381,LSM3P2
12,94571231,94571352,-,0,0,0,MIR7844
12,94567124,94650562,-,4997.954415,1185.48601,9867.428962,TMCC3
12,94561789,94561859,+,0.587329049,0,0,MIR5700
12,94548241,94549536,+,19.24885022,5.152527697,13.26936152,SUCLG2P2
12,94515476,94515760,+,0.587329049,0,1.42061552,RN7SL483P
12,94423744,94424969,-,0,5.725030774,1.694389405,RBMS2P1
12,94361220,94361526,+,0,0,0,RN7SL330P
12,94306449,94459988,-,99.62681858,183.8452574,99.52021142,CEP83
12,94148723,94307675,+,27117.17336,2040.530419,19020.36826,PLXNC1
12,94008739,94009047,-,0,0,0,RN7SKP263
12,93831076,93831372,+,0,0,0,RN7SL630P
12,93677375,93894840,+,185.4482219,71.07254494,136.9667404,CRADD
12,93569814,93583487,+,90.67020146,61.25782929,45.16988248,SOCS2
12,93542463,93571768,-,12.19058314,2.632316479,4.97215432,SOCS2-AS1
12,93509487,93509768,+,0,0,0,RN7SL737P
12,93467488,93516213,+,195.1857201,498.4830991,174.851158,MRPL42
12,93405673,93442262,-,381.9716893,1028.215527,466.2697547,UBE2N
12,93377883,93408146,+,435.3341634,383.6601268,454.9435552,NUDT4
12,93083598,93083675,-,20.49705948,54.38779236,24.05071776,RPL41P5
12,92952639,92952745,+,0,0,0,RNU6-1329P
12,92883773,92884700,+,0.42855288,0,0,HNRNPA1P50
12,92770637,92929331,-,257.042768,633.8704449,160.2802282,EEA1
12,92702843,92772455,+,0,0,0,PLEKHG7
12,92421531,92431002,+,0,0,0,CLLU1
12,92420094,92428148,-,0,0.706066713,0,CLLU1OS
12,92168400,92168877,+,0,0,0,RPL21P106
12,92140278,92145897,-,10742.53071,2836.976051,22906.23533,BTG1
12,91140484,91183123,-,0,10.59100069,0,DCN
12,91102629,91111831,-,0,371.5792263,41.51254042,LUM
12,91050491,91057983,-,0,0,0,KERA
12,90963679,91005026,-,0,0,0,EPYC
12,90918023,90948669,+,0,0,0,LINC00615
12,90905622,90955176,-,0,0,0,CCER1
12,89919437,89919776,-,0,0,0,BRWD1P2
12,89754059,89754152,+,0,0,0,RNU6-148P
12,89752913,89753831,+,0,0,0,MRPL2P1
12,89726936,89727042,+,2.578527768,0,1.65867019,RNA5SP365
12,89588049,89709300,-,4940.661126,1863.775613,5208.224398,ATP2B1
12,89519408,89524806,-,38.69947153,34.35018465,14.57092983,GALNT4
12,89519408,89526262,-,2.564766484,1.717509232,2.13092328,POC1B-GALNT4
12,89500093,89502670,+,5.132808366,0,0.71030776,CENPCP1
12,89419718,89526024,-,441.597501,376.3335578,207.3337738,POC1B
12,89347232,89353271,-,5766.541419,6120.057898,3365.201913,DUSP6
12,89319364,89319649,+,0,0,0,MRPS6P4
12,89282223,89282285,-,0,0,0,RNU7-120P
12,88581639,88581796,+,0,0,0,RNU1-117P
12,88492793,88580851,-,0,1017.371999,51.67887684,KITLG
12,88142296,88199887,+,46.65003137,474.0325481,90.78782138,TMTC3
12,88051701,88051778,+,0,0,0,RNA5SP364
12,88049014,88142216,-,127.7620689,324.0367418,79.63630202,CEP290
12,88033846,88050160,+,42.1115766,351.4837704,63.53960268,C12orf29
12,87980035,88034037,-,0,1.519382293,0,C12orf50
12,87944885,87950819,+,0,0,0,RPS4XP15
12,87782163,87784568,-,1.85270512,0,0.71030776,MKRN9P
12,87750142,87750313,+,0,0,0,CYCSP30
12,87169985,87170429,-,0,0,0,RPL23AP68
12,85955666,86838904,-,0,8.587546162,0,MGAT4C
12,85874295,85882992,+,0,0,0,NTS
12,85800697,85836570,-,0,182.8090311,7.464015856,RASSF9
12,85280107,85301784,+,0,0,0,ALX1
12,85036314,85264457,+,0,0,0,LRRIQ1
12,85014311,85036277,-,0,0.572503077,0,TSPAN19
12,84859488,84913615,-,0,0,0,SLC6A15
12,83151331,83152190,+,0,0,0,RPL6P25
12,83021890,83021992,+,0,0,0,RNU6-977P
12,82686880,83134870,+,52.49444928,1005.438999,81.70903925,TMTC2
12,82358497,82479236,+,136.835585,41.79272465,58.24523632,METTL25
12,82223681,82358805,-,510.0331059,419.0722527,508.4117998,CCDC59
12,81257975,81759553,-,0,1.987054686,0,PPFIA2
12,81158388,81158461,+,0,0,0,MIR4699
12,80936414,81261205,+,140.4213226,0.706066713,21.18382499,ACSS3
12,80935736,80935833,-,0,0,0,MIR618
12,80832533,80832629,-,0,0,0,MIR617
12,80792520,80937925,-,2749.301768,40.24580262,411.9785008,LIN7A
12,80763154,80770717,+,0,0,0,LINC01490
12,80716912,80719673,+,0,0,0,MYF5
12,80707498,80709474,+,0,0,0,MYF6
12,80561017,80561560,-,0,0,0,AKIRIN1P1
12,80402178,80680271,+,0,0,0,PTPRQ
12,80343515,80343792,-,0,0,0,RN7SKP261
12,80099537,80380879,+,0,0.65807912,0,OTOGL
12,80068691,80068757,-,0,0,0,RNU7-106P
12,80028893,80029631,+,0,1.012921529,0,RPL7P38
12,79989014,79989218,-,0,0,0,SNRPGP20
12,79878305,79878419,-,0,0,0,RNA5SP363
12,79773563,79935460,-,4894.332487,1709.387511,3377.306955,PPP1R12A
12,79574979,79691097,-,16.96440536,842.5111869,136.9667404,PAWR
12,79558782,79559166,+,0,1.412133425,0,NOP56P3
12,79419257,79419321,+,0,0,0,MIR1252
12,78863993,79452008,+,0,109.4403405,17.4851158,SYT1
12,77324641,78213008,+,117.26627,17.65166782,10.19965088,NAV3
12,77021247,77065580,-,4.275702606,25.32303822,8.471947024,E2F7
12,76858715,76879060,-,15.90707993,34.77345701,13.11383685,CSRP2
12,76763588,76853696,+,2236.735042,408.1946942,676.2129875,ZDHHC17
12,76721534,76722286,+,0,0,0,RPL7P43
12,76619386,76620043,+,0.42855288,0,0,YWHAQP7
12,76351797,76559809,-,9645.557711,1716.448178,5532.004583,OSBPL8
12,76344474,76348442,-,158.1593311,225.941348,80.26477688,BBS10
12,76315751,76316048,+,0,0,0,RN7SKP172
12,76139567,76139671,+,0,0,0,RNU6-1271P
12,76036587,76085033,-,2061.128439,6430.108964,1848.578841,NAP1L1
12,76025447,76033932,-,21.48431167,1017.337969,478.1491926,PHLDA1
12,75957833,75958130,-,0,0,0,RN7SL734P
12,75490861,75511636,-,397.3502849,602.0775699,237.561466,KRR1
12,75480680,75503853,+,6163.923627,298.6662194,2868.895156,GLIPR1
12,75391070,75432688,+,4.694458803,2.980582029,1.694389405,GLIPR1L2
12,75334639,75370560,+,0,1.717509232,0,GLIPR1L1
12,75275979,75390928,-,9.833788454,12.91585546,10.16633643,CAPS2
12,75257635,75258634,-,0,0,0,CCNG2P1
12,75040077,75209868,-,0,0,0,KCNC2
12,74537827,74545430,+,753.5781598,1663.164772,700.579355,ATXN7L3B
12,74292324,74293096,+,0,0,0,VENTXP3
12,73679188,73679296,-,0,0,0,RNU6-1012P
12,72610678,72611316,+,0,0,0,CHCHD3P2
12,72253508,72274907,-,0,0,0,TRHDE-AS1
12,72087266,72670757,+,0,0,0,TRHDE
12,71938846,72186618,+,0,1.974237359,1.65867019,TPH2
12,71839707,71927248,+,1531.92281,1189.148969,4793.596969,TBC1D15
12,71754874,71800285,+,1811.590799,989.1178727,3479.428643,RAB21
12,71686087,71705046,+,37.98097742,201.6860506,30.59895265,TMEM19
12,71663009,71680639,+,26.32053947,51.66342184,43.88078034,THAP2
12,71609472,71667725,-,2530.178837,878.2197208,1855.222608,ZFC3H1
12,71439770,71586310,+,0,1.145006155,2.541584107,LGR5
12,71125085,71441898,-,0,11.92232812,1.457092983,TSPAN8
12,70671918,70672856,+,0,0,0,FAHD2P1
12,70638073,70920843,-,0,12.91585546,1.694389405,PTPRR
12,70515866,70637440,-,1.849429722,14.68736217,3.026260713,PTPRB
12,70443784,70443923,-,0,0,0,RNU4-65P
12,70366276,70434292,+,8.910241402,442.8872476,49.93330176,KCNMB4
12,70321542,70324274,-,26.93987428,9.178867264,26.99169488,AC092881.1
12,70242994,70354993,+,1162.533602,1508.864565,1808.252392,CNOT2
12,69904033,70243360,-,51.32480827,20.40045271,49.01123544,LINC01481
12,69825304,69959097,+,0.42855288,11.18734504,5.68246208,MYRFL
12,69738681,69823204,+,168.4707444,499.2226835,170.9837303,RAB3IP
12,69643360,69699476,-,0,1.987054686,1.457092983,BEST3
12,69608564,69611162,-,0,0,0,LRRC10
12,69585334,69601570,+,295.496314,2647.750369,626.4359675,CCT2
12,69584723,69584822,+,0,0,0,MIR3913-2
12,69470349,69579789,+,383.3094691,586.2431513,384.8114841,FRS2
12,69422656,69422995,+,0,0,0,RPS26P45
12,69400903,69401200,+,0,0,0,RN7SL804P
12,69359703,69390796,+,59.08753582,153.9967382,51.44643212,YEATS4
12,69348341,69354234,+,19840.91333,189.4163259,1347.81101,LYZ
12,69284397,69285485,+,1.44115941,0.572503077,1.457092983,C1GALT1P1
12,69239537,69274358,+,730.7036333,822.6406401,723.2763104,CPSF6
12,68957377,68957677,-,0,0.572503077,0,PRELID2P1
12,68911921,68911982,+,0,0,0,RNU7-4P
12,68842197,68971570,-,43.46932353,230.4983436,178.3070455,CPM
12,68808176,68850686,+,3377.539022,1186.898144,6075.972579,MDM2
12,68746106,68793964,+,855.2178013,302.2816249,1460.392755,SLC35E3
12,68705634,68707066,+,8.860088565,3.974109372,8.471947024,KRT8P39
12,68686734,68745809,+,425.2642506,583.9171713,273.8765945,NUP107
12,68684595,68686308,+,0,0,0,RPL7P42
12,68627234,68627375,-,1.44115941,0,0,SNORA70G
12,68610839,68671901,+,1629.034987,1253.209237,1639.595483,RAP1B
12,68272443,68332381,-,503.6216094,152.5104099,229.9958142,MDM1
12,68248242,68253604,-,0,0,0,IL22
12,68201351,68225821,-,0,0,0,IL26
12,68154768,68159747,-,4.552689805,0,1.513130356,IFNG
12,68035767,68036853,+,2.757586505,0,0,HNRNPA1P70
12,68001394,68001548,-,0,0,0,RPL39P28
12,67989445,68234686,+,11.50770285,0,0,IFNG-AS1
12,67929235,67970017,+,0,0.993527343,1.513130356,LINC01479
12,67648338,67665406,+,838.5005089,558.4987697,286.1206078,DYRK2
12,67424272,67424986,-,0,0,0,NTAN1P3
12,67351436,67352039,+,0,0,0,MRPL40P1
12,67269281,67319951,+,516.5579683,2668.614443,665.7773568,CAND1
12,67265842,67266966,-,0,1.412133425,0,GGTA2P
12,67131567,67132205,-,0,0,0,RAB11AP2
12,66563967,66569194,-,0,0,0,OSBPL9P4
12,66563524,66563694,+,0,0,0,OSBPL9P5
12,66347431,67069162,-,13.25899512,1.31615824,7.624752321,GRIP1
12,66302545,66347645,+,501.8737159,194.168346,533.7326625,HELB
12,66292683,66292987,+,0,0,0,RN7SKP166
12,66275940,66276651,-,0,0,0,PDCL3P7
12,66251745,66257434,-,3.469647869,2.632316479,32.05604563,AC078889.1
12,66251082,66251157,+,0,0,0,MIR6502
12,66234079,66235234,-,80.23753939,111.8734504,826.0148348,RBMS1P1
12,66188879,66254622,+,3350.435465,3349.731495,38551.24337,IRAK3
12,66135846,66170072,-,0,0,0,TMBIM4
12,66116555,66130768,-,411.8834461,239.5407996,234.4015608,LLPH
12,66066221,66066338,+,0,0,0,RNA5SP362
12,66037235,66037714,+,0,0,0,RPL21P18
12,66023620,66023726,-,0,0,0,MIR6074
12,65824131,65966295,+,0,309.2572201,75.76883513,HMGA2
12,65758020,65826997,-,0,17.7475954,7.565651782,RPSAP52
12,65645992,65646462,-,0,1.974237359,0,PCNPP3
12,65418731,65420027,-,0,0,0,KRT18P60
12,65278643,65491430,+,215.1181679,8.472800551,75.29262256,MSRB3
12,65169571,65248327,+,956.8079155,780.8941976,814.0641317,LEMD3
12,65134688,65135273,+,0,0,0,APOOP3
12,65095749,65095855,+,0,0,0,RNU6-166P
12,65050626,65121566,-,0,0,0,WIF1
12,64939023,64939117,+,0,0,0,RNU6ATAC42P
12,64867956,64868699,-,0,0,1.513130356,RPL7P39
12,64780516,64881032,+,315.2504503,298.1098413,993.7374146,TBC1D30
12,64713445,64759447,-,5090.207568,6803.88002,16718.57731,GNS
12,64622509,64622605,+,0,0,0,MIR548C
12,64507001,64697567,+,12273.11846,3008.883401,9688.597847,RASSF3
12,64451880,64502108,+,1663.017073,1248.629212,2068.449197,TBK1
12,64404350,64451127,+,574.0403591,3644.716371,903.3388228,XPOT
12,64264762,64391192,-,0,0,0,C12orf56
12,64228560,64228675,-,0,0,0,RNU5A-7P
12,64204793,64204899,+,0,0,0,RNU6-1009P
12,64186316,64222296,-,35.28415008,178.0484571,36.93600352,C12orf66
12,63871739,63872044,-,0,0,0,RPL36AP41
12,63844293,64162221,+,1.99119872,451.8826961,88.10824905,SRGAP1
12,63822021,63823895,+,0.587329049,2.025843057,1.513130356,PABPC1P4
12,63558913,63668939,-,12.97043469,0,5.930362917,DPY19L2
12,63271404,63272336,+,0,0,0,HNRNPA1P69
12,63142759,63150942,-,4.27245672,0,0,AVPR1A
12,63055275,63055765,-,0,0,0,RSL24D1P5
12,63003553,63006902,+,0,0,0,LDHAL6CP
12,62965325,62965969,+,9.821614559,39.53973591,22.39204757,RPL14P1
12,62850738,62850901,-,0,0,0,RNU1-83P
12,62755227,62756233,+,0,0,0,GAPDHP44
12,62658823,62659225,+,0,0,0,RPL32P26
12,62643982,62935037,-,126.1479662,17.65166782,245.1271177,PPM1H
12,62603686,62603769,+,0,0.706066713,0,MIRLET7I
12,62601751,62603690,-,2.281258001,8.015043084,8.471947024,LINC01465
12,62545582,62545679,-,0,0,0,RNU6-399P
12,62466817,62600479,+,1850.538925,1013.911799,1765.55376,MON2
12,62334091,62334197,-,57.90261374,1.519382293,16.02802282,RNU6-595P
12,62260359,62260454,+,0,0,0,MIR6125
12,62260338,62417431,+,22820.74508,2665.40184,20512.27813,USP15
12,62234390,62235515,-,1.710936122,1.012921529,5.828371933,KLF17P1
12,62021570,62022174,-,3.847149726,1.717509232,1.694389405,RPS3P6
12,61879318,61880772,+,0,0,0,KRT8P19
12,61775923,61776400,+,0,0,0,RPL21P104
12,61708259,62279150,-,306.2084349,23.47262618,579.7052315,FAM19A2
12,61600067,61600843,-,0,0,0,DUX4L52
12,59596067,59789855,+,142.1257669,463.1549897,79.61616913,SLC16A7
12,59586793,59586943,-,0,0,0,RNU4-20P
12,59450673,59450772,-,0,0,0,RNU6-871P
12,59369051,59369151,-,0,0,0,RNU6-279P
12,59020169,59020894,+,0,0,0,RPS6P22
12,58872149,58920522,-,0,627.9092808,81.70903925,LRIG3
12,58244378,58244865,+,0,0,0,RPL21P103
12,57824609,57824692,-,8.251549248,0,4.146675476,MIR26A2
12,57819927,57846739,-,16224.29307,5852.154132,13043.18367,CTDSP2
12,57806154,57806260,-,0,0,0,RNU6-1083P
12,57797376,57818704,-,1456.906015,166.9125936,997.1529049,AVIL
12,57782589,57808071,+,92.82565427,353.0333563,289.4379482,TSFM
12,57768471,57772793,-,10.85128728,278.8963515,56.82662635,METTL1
12,57762334,57768986,-,0,134.5382232,21.18382499,CYP27B1
12,57747727,57756013,-,51.49884992,698.4537545,357.5161644,CDK4
12,57738013,57750211,+,191.4124791,633.0721132,365.9881114,TSPAN31
12,57726271,57728356,+,1.849429722,6.354600414,6.052521426,AGAP2-AS1
12,57723761,57742157,-,1917.555099,154.6286101,1991.279549,AGAP2
12,57693955,57721557,+,10449.64806,6477.299818,9482.761135,OS9
12,57674665,57675250,+,0,0,0,RPL13AP23
12,57623410,57633355,-,0,0,0,B4GALNT1
12,57619527,57626151,+,0,0,0,SLC26A10
12,57610180,57619379,+,1.849429722,4.606553839,0,ARHGEF25
12,57604622,57609804,+,136.2939398,191.9486297,55.98582319,DTX3
12,57591174,57603418,+,1234.897007,3163.178873,2522.227954,PIP4K2C
12,57549998,57586632,+,6.850295286,24.71233494,12.70792054,KIF5A
12,57530102,57547331,-,1130.587934,2391.345354,1471.757679,DCTN2
12,57520710,57530148,+,16037.98906,4029.908302,17065.47302,MBD6
12,57519163,57519259,-,64.1158867,26.83053508,78.6830211,MIR616
12,57516588,57521737,-,2115.247908,2306.042396,6332.39368,DDIT3
12,57512688,57512750,+,0,0,0,MIR6758
12,57475445,57517569,+,5975.329784,4024.153818,3463.460638,MARS
12,57472255,57488814,-,30943.1647,1365.418221,14243.03734,ARHGAP9
12,57460135,57472262,+,903.3990131,38.83366919,605.2521426,GLI1
